x,y
1.0,0.0
0.9997507945630869,0.00012672064566877683
0.9990034266657467,0.0005060342915654235
0.997758641300553,0.0011354033486316098
0.9960176792966289,0.0020106227638934217
0.9937822760827619,0.003125856345334582
0.9910546599574902,0.0044736874709367675
0.9878375498678869,0.006045184015213556
0.9841341526992535,0.007829977250343982
0.9799481600784286,0.009816354383438879
0.9752837446938915,0.011991364274512882
0.9701455561363378,0.014340935740523383
0.9645387162638652,0.016850007689863937
0.9584688140963944,0.01950267015077341
0.9519419002444118,0.022282315059449526
0.9449644808775901,0.025171795463713228
0.9375435112392969,0.02815359158153999
0.929686388713456,0.03120998193734934
0.9214009454506753,0.03432321759012861
0.9126954405609882,0.037475697274339
0.9035785518809927,0.040650141105446756
0.8940593673235961,0.043829760365171215
0.8841473758189854,0.046998420785123396
0.8738524578558546,0.05014079669874311
0.8631848756323197,0.05324251343668998
0.852155262826336,0.056290275405205155
0.8407746139958169,0.05927197741403058
0.8290542736190188,0.062176797012122406
0.8170059247861193,0.06499526584560894
0.8046415775532583,0.06771931837120797
0.7919735569706532,0.07034231663557676
0.77901449079672,0.0728590502607428
0.7657772969104507,0.07526571124983518
0.7522751704345887,0.07755984373600808
0.7385215705824448,0.07974026932933863
0.7245302072414601,0.08180698925893222
0.7103150273068921,0.08376106504682962
0.6958902007792466,0.08560447997234398
0.6812701066393123,0.08733998407570742
0.6664693185148806,0.08897092589414612
0.6515025901534364,0.09050107450813696
0.6363848407153017,0.09193443578810845
0.6211311399018916,0.09327506696118476
0.6057566929339095,0.09452689375453405
0.5902768253944511,0.09569353440945598
0.5747069679521305,0.0967781347939626
0.559062640979454,0.09778321866939342
0.5433594390817753,0.0987105568894748
0.527613015552254,0.0995610589320025
0.511839066768312,0.10033468969064885
0.49605331654514334,0.10103041389670278
0.48027150046187367,0.10164616990983463
0.464509350175992,0.1021788739275542
0.44878257774169333,0.10262445493117925
0.4331068599477605,0.10297791992972735
0.4174978226906003,0.10323344830116973
0.401971025398011,0.10338451328255384
0.38654194551920495,0.1034240279463366
0.37122596309655165,0.10334451233914188
0.3560383454344168,0.10313827786936804
0.3409942318803809,0.10279762452842198
0.3261086187340088,0.10231504613165349
0.31139634429821206,0.10168343848167732
0.29687207408810545,0.10089630519825327
0.28255028621210354,0.09994795593165423
0.2684452569398261,0.09883369178353911
0.2545710464712032,0.09754997300029333
0.24094148492096124,0.09609456437457876
0.22757015853246476,0.0944666542839155
0.21447039613465263,0.09266694389960156
0.20165525585557204,0.09069770380114857
0.18913751210575247,0.08856279601386778
0.17692964284439505,0.08626766033110268
0.16504381714107236,0.08381926466679968
0.15349188304533412,0.08122602008622179
0.1422853557763144,0.07849766205945478
0.1314354062441106,0.07564510035060171
0.12095284991437733,0.07268024077235109
0.11084813602723498,0.06961578277917849
0.10113133718124034,0.06646499752272321
0.09181213929280047,0.06324149153205295
0.08289983194104128,0.059958961594508184
0.07440329910775273,0.05663094668770269
0.06633101032164268,0.053270582941674784
0.058691012215726535,0.04989036758753402
0.051490920506268245,0.046501937674571725
0.0447379124012689,0.04311586901501678
0.03843871944606969,0.03974150035166606
0.03259962081320089,0.036386787149503476
0.027226437043166463,0.033058188702631885
0.02232452424240261,0.029760591439994974
0.01789876874419416,0.02649727042774995
0.01395358223787152,0.023269890125205483
0.010492897371142784,0.020078544478954047
0.007520163829944748,0.01692183546113637
0.005038344899721436,0.0137969881978719
0.0030499145115561177,0.01069999991756414
0.0015568547761034002,0.007625819099793433
0.0005606540077782163,0.00456855044586929
6.23052411713454e-05,-0.0007429250090698099
6.23052411713454e-05,-0.0007429250090698099
0.0005606540077782163,-0.0022242666801073193
0.0015568547761034002,-0.0036921415399377286
0.003049914511556062,-0.00513776546965579
0.005038344899721436,-0.006552643727152649
0.007520163829944748,-0.007928684016629696
0.010492897371142729,-0.009258306498234947
0.01395358223787152,-0.010534549362409771
0.017898768744194105,-0.01175116828444302
0.022324524242402555,-0.012902727765580881
0.027226437043166463,-0.013984682091622557
0.032599620813200836,-0.014993443432061899
0.038438719446069636,-0.015926434493996035
0.0447379124012689,-0.01678212316207418
0.05149092050626819,-0.01756003671890126
0.05869101221572659,-0.01826075356139128
0.06633101032164268,-0.018885870809889828
0.07440329910775267,-0.01943794684055704
0.08289983194104122,-0.0199204185393887
0.09181213929280041,-0.020337493950560157
0.10113133718124023,-0.020694021936232345
0.11084813602723503,-0.020995341436531312
0.12095284991437721,-0.021247113869500102
0.1314354062441105,-0.021455143091756734
0.1422853557763143,-0.021625188102372572
0.153491883045334,-0.021762774269528995
0.16504381714107247,-0.021873009252325434
0.17692964284439494,-0.021960409947686044
0.18913751210575236,-0.022028746694121106
0.20165525585557215,-0.022080910601572287
0.21447039613465252,-0.022118809253970598
0.22757015853246482,-0.02214329516573195
0.24094148492096112,-0.022154130294998988
0.2545710464712031,-0.022149988666124054
0.26844525693982624,-0.02212849778230991
0.28255028621210343,-0.02208631807428764
0.29687207408810556,-0.02201925819461118
0.31139634429821184,-0.021922422593141283
0.32610861873400876,-0.0217903865593165
0.340994231880381,-0.021617392847683825
0.3560383454344167,-0.021397563163883946
0.37122596309655176,-0.0211251172175149
0.38654194551920473,-0.020794591772339523
0.401971025398011,-0.020401052155722955
0.41749782269060054,-0.0199402890261229
0.4331068599477604,-0.01940899382365745
0.44878257774169344,-0.01880490721440397
0.4645093501759919,-0.018126935942190715
0.4802715004618736,-0.01737523477029568
0.4960533165451431,-0.016551251570371187
0.5118390667683119,-0.01565773503341219
0.5276130155522541,-0.014698705872896992
0.5433594390817752,-0.013679393700686576
0.559062640979454,-0.012606142924489607
0.5747069679521303,-0.011486291992404158
0.590276825394451,-0.010328031056475975
0.6057566929339097,-0.009140243616957044
0.6211311399018915,-0.007932337929100506
0.6363848407153015,-0.006714073905947707
0.6515025901534361,-0.00549539094834872
0.6664693185148806,-0.004286241604733968
0.6812701066393123,-0.0030964352461828617
0.6958902007792465,-0.0019354950840411976
0.7103150273068921,-0.0008125309106349975
0.7245302072414599,0.00026387103560012587
0.7385215705824448,0.0012857406352476772
0.7522751704345889,0.002245799318171057
0.7657772969104506,0.0031375195516963033
0.7790144907967201,0.003955170177184325
0.791973556970653,0.004693849795481606
0.8046415775532583,0.005349510608583145
0.8170059247861194,0.005918975125574605
0.8290542736190187,0.006399947945176701
0.840774613995817,0.006791024456441513
0.852155262826336,0.0070916977852213325
0.8631848756323197,0.007302364697249942
0.8738524578558544,0.007424330495324787
0.8841473758189853,0.007459812267637506
0.8940593673235963,0.007411939206491011
0.9035785518809926,0.007284748168479072
0.9126954405609882,0.007083172230202022
0.9214009454506752,0.006813019741298427
0.9296863887134559,0.0064809413125592194
0.9375435112392969,0.006094382313325773
0.9449644808775901,0.0056615187892354295
0.9519419002444118,0.005191175236381657
0.9584688140963943,0.004692723357169374
0.9645387162638652,0.00417596174227898
0.9701455561363378,0.0036509773294473007
0.9752837446938913,0.0031279904343663686
0.9799481600784286,0.0026171860796657715
0.9841341526992535,0.0021285352120128656
0.9878375498678869,0.0016716101447050902
0.9910546599574902,0.0012553991489883157
0.9937822760827618,0.0008881255048864623
0.9960176792966289,0.0005770764848100731
0.9977586413005529,0.0003284476654805193
0.9990034266657466,0.00014720764318831004
0.9997507945630869,3.6987674320472714e-05
1.0,0.0
