0.000000	-2.117757
0.010589	-1.690173
0.038672	-1.257216
0.080842	-0.807467
0.133481	-0.354387
0.192709	0.044005
0.254831	0.283044
0.317259	0.331590
0.378901	0.256903
0.439693	0.133970
0.500000	0.000000
0.000000	-2.117757
0.010590	-1.690173
0.038675	-1.257216
0.080850	-0.807467
0.133493	-0.354387
0.192726	0.044005
0.254851	0.283044
0.317279	0.331590
0.378917	0.256903
0.439702	0.133970
0.500000	0.000000
0.000000	-2.000225
0.010002	-1.667753
0.037174	-1.273017
0.078484	-0.842793
0.130488	-0.422685
0.189448	-0.065968
0.251776	0.173815
0.314808	0.264181
0.377242	0.229232
0.438867	0.126323
0.500000	0.000000
0.000000	-1.785260
0.008927	-1.600839
0.034274	-1.284015
0.073869	-0.871748
0.124781	-0.410057
0.183495	0.022017
0.246297	0.274527
0.310326	0.322484
0.374110	0.250727
0.437268	0.132015
0.500000	0.000000
0.000000	-1.488847
0.007445	-1.477190
0.029975	-1.287374
0.066672	-0.960096
0.115399	-0.649465
0.173267	-0.381610
0.236880	-0.072773
0.302896	0.150713
0.369119	0.197662
0.434783	0.122022
0.500000	0.000000
0.000000	-1.130410
0.005653	-1.281350
0.024390	-1.239449
0.057058	-0.963648
0.103391	-0.333430
0.161139	0.277819
0.225819	0.419101
0.293783	0.338659
0.362733	0.239714
0.431531	0.128346
0.500000	0.000000
0.000000	-0.718061
0.003591	-1.006374
0.017276	-1.139899
0.043428	-1.125098
0.083319	-1.678696
0.139327	-1.564645
0.207310	-0.619739
0.280327	0.021741
0.354121	0.183182
0.427333	0.123792
0.500000	0.000000
0.000000	-0.299856
0.001499	-0.668815
0.009096	-0.970793
0.027319	-0.717365
0.063929	2.387909
0.121207	1.928085
0.189988	0.556498
0.265901	0.180773
0.344278	0.175402
0.422449	0.119024
0.500000	0.000000
0.000000	0.000000
0.000000	-0.299856
0.000000	-1.819052
0.000000	-5.463356
0.000000	-14.462742
0.072317	-3.814875
0.159991	-0.352614
0.247223	0.144930
0.332906	0.176394
0.416999	0.117217
0.500000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	-9.245691
0.046230	-5.452558
0.133977	-1.429053
0.228662	-0.090348
0.321374	0.146558
0.411475	0.113521
0.500000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	-6.631442
0.033158	-5.573728
0.115328	-2.183251
0.212995	-0.395298
0.311000	0.081722
0.406395	0.104013
0.500000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	0.000000
0.000000	-5.363086
0.026816	-5.224188
0.103024	-2.601061
0.200957	-0.675770
0.302430	-0.003782
0.402071	0.086818
0.500000	0.000000
0.000000	0.000000
0.000000	-0.000000
0.000000	-0.000000
0.000000	-0.000000
0.000000	-4.665530
0.023329	-4.864256
0.095016	-2.829380
0.192148	-0.910335
0.295742	-0.095816
0.398595	0.064711
0.500000	0.000000
0.000000	0.444490
-0.002222	0.144578
-0.006371	-0.229090
-0.009979	-0.899271
-0.008535	-3.280201
0.020133	-4.339305
0.089868	-2.897587
0.185993	-1.089755
0.290763	-0.188135
0.395924	0.036555
0.500000	0.000000
0.000000	0.791757
-0.003957	0.252151
-0.010983	-0.374184
-0.016008	-1.243594
-0.011483	-2.843949
0.019272	-3.890825
0.087320	-2.867173
0.182102	-1.216784
0.287286	-0.270511
0.393978	0.008760
0.500000	0.000000
0.000000	1.027708
-0.005135	0.310026
-0.013841	-0.475052
-0.019133	-1.408974
-0.012206	-2.656939
0.020041	-3.537241
0.086726	-2.781005
0.179990	-1.300941
0.285018	-0.348572
0.392619	-0.024680
0.500000	0.000000
0.000000	1.167137
-0.005832	0.331295
-0.015343	-0.543450
-0.020365	-1.491358
-0.011657	-2.545925
0.021765	-3.265351
0.087382	-2.681891
0.179137	-1.354279
0.283675	-0.409002
0.391730	-0.050860
0.500000	0.000000
0.000000	1.230269
-0.006147	0.333977
-0.015876	-0.578840
-0.020383	-1.516802
-0.010337	-2.450117
0.023972	-3.036647
0.088737	-2.562746
0.179062	-1.386173
0.282917	-0.474731
0.391138	-0.087863
0.500000	0.000000
0.000000	1.241784
-0.006204	0.332234
-0.015819	-0.582856
-0.019757	-1.496706
-0.008751	-2.356526
0.026114	-2.873002
0.090180	-2.481059
0.179333	-1.404774
0.282553	-0.510762
0.390788	-0.105912
0.500000	0.000000
0.000000	1.232766
-0.006160	0.332774
-0.015588	-0.568361
-0.019081	-1.444206
-0.007428	-2.223208
0.027808	-2.660678
0.091370	-2.345890
0.179599	-1.418186
0.282293	-0.578579
0.390524	-0.150510
0.500000	0.000000
0.000000	1.232766
-0.006164	0.332774
-0.015598	-0.568361
-0.019094	-1.444206
-0.007442	-2.223208
0.027794	-2.660678
0.091358	-2.345890
0.179590	-1.418186
0.282286	-0.578579
0.390520	-0.150510
0.500000	0.000000
