# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
1             	smoothSolver	1.000000e+00	5.828430e-02	2	1.000000e+00	5.478220e-02	2	false	GAMG	1.000000e+00	7.124910e-02	9	true
2             	smoothSolver	5.990270e-01	4.455660e-02	4	5.897740e-01	4.453890e-02	4	false	GAMG	3.269380e-02	2.985100e-03	4	true
3             	smoothSolver	2.334580e-01	1.739640e-02	4	2.026980e-01	1.536120e-02	4	false	GAMG	4.559670e-02	4.160320e-03	6	true
4             	smoothSolver	4.366940e-02	2.732920e-03	4	3.138730e-02	2.148150e-03	4	false	GAMG	2.923780e-01	2.765610e-02	5	true
5             	smoothSolver	2.430240e-01	1.806240e-02	4	1.856830e-01	1.397800e-02	4	false	GAMG	5.756750e-02	3.726390e-03	4	true
6             	smoothSolver	2.767490e-01	2.068810e-02	4	2.182330e-01	1.654630e-02	4	false	GAMG	6.348880e-02	4.659830e-03	6	true
7             	smoothSolver	9.234480e-02	6.314660e-03	4	8.231910e-02	5.888870e-03	4	false	GAMG	1.496880e-01	1.260190e-02	5	true
8             	smoothSolver	1.821960e-01	1.356530e-02	4	1.580590e-01	1.189300e-02	4	false	GAMG	5.691400e-02	4.178860e-03	4	true
9             	smoothSolver	9.493270e-02	7.060880e-03	4	7.363890e-02	5.592390e-03	4	false	GAMG	5.678200e-02	4.410440e-03	6	true
10            	smoothSolver	4.236520e-02	2.997520e-03	4	3.172230e-02	2.292720e-03	4	false	GAMG	2.381720e-01	1.674530e-02	5	true
11            	smoothSolver	1.067210e-01	7.970620e-03	4	8.282020e-02	6.219670e-03	4	false	GAMG	7.696970e-02	5.939960e-03	4	true
12            	smoothSolver	7.422680e-02	5.532050e-03	4	5.645790e-02	4.280270e-03	4	false	GAMG	8.394110e-02	6.396350e-03	6	true
13            	smoothSolver	4.215260e-02	3.012650e-03	4	3.480210e-02	2.557910e-03	4	false	GAMG	1.103990e-01	6.977310e-03	5	true
14            	smoothSolver	6.806080e-02	5.062320e-03	4	5.444060e-02	4.088260e-03	4	false	GAMG	6.104910e-02	5.099050e-03	4	true
15            	smoothSolver	3.640820e-02	2.676400e-03	4	2.506260e-02	1.894330e-03	4	false	GAMG	5.673030e-02	4.331730e-03	6	true
16            	smoothSolver	2.544830e-02	1.851970e-03	4	1.908700e-02	1.401180e-03	4	false	GAMG	3.493480e-01	3.392000e-02	4	true
17            	smoothSolver	4.132360e-02	3.091860e-03	4	3.174740e-02	2.379690e-03	4	false	GAMG	1.121710e-01	1.031630e-02	4	true
18            	smoothSolver	2.322710e-02	1.712460e-03	4	1.661890e-02	1.242940e-03	4	false	GAMG	1.480500e-01	8.129640e-03	6	true
19            	smoothSolver	1.963670e-02	1.415620e-03	4	1.546790e-02	1.143140e-03	4	false	GAMG	7.668580e-02	6.531390e-03	4	true
20            	smoothSolver	2.627270e-02	1.939930e-03	4	1.961320e-02	1.471970e-03	4	false	GAMG	5.388290e-02	4.899920e-03	4	true
21            	smoothSolver	1.474630e-02	1.063110e-03	4	9.018390e-03	6.706170e-04	4	false	GAMG	4.402120e-02	4.113560e-03	5	true
22            	smoothSolver	1.243320e-02	9.143790e-04	4	9.205900e-03	6.770430e-04	4	false	GAMG	1.128220e-01	9.596910e-03	4	true
23            	smoothSolver	1.547900e-02	1.159400e-03	4	1.210570e-02	9.026380e-04	4	false	GAMG	2.514880e-01	2.309680e-02	4	true
24            	smoothSolver	8.735870e-03	6.323300e-04	4	6.671670e-03	4.869460e-04	4	false	GAMG	8.932890e-02	7.681940e-03	5	true
25            	smoothSolver	9.366540e-03	6.635110e-04	4	7.200800e-03	5.304720e-04	4	false	GAMG	4.584150e-02	3.948990e-03	4	true
26            	smoothSolver	1.128000e-02	8.169110e-04	4	7.952410e-03	5.922600e-04	4	false	GAMG	3.586200e-02	3.148110e-03	4	true
27            	smoothSolver	7.650860e-03	5.437610e-04	4	4.531030e-03	3.288150e-04	4	false	GAMG	2.715270e-02	2.148910e-03	5	true
28            	smoothSolver	6.922970e-03	5.027510e-04	4	4.842410e-03	3.513810e-04	4	false	GAMG	3.844130e-02	3.218400e-03	4	true
29            	smoothSolver	6.943050e-03	5.075720e-04	4	5.445770e-03	3.978150e-04	4	false	GAMG	4.228480e-02	3.875910e-03	4	true
30            	smoothSolver	5.054610e-03	3.494130e-04	4	3.974050e-03	2.845640e-04	4	false	GAMG	2.802220e-02	2.325150e-03	5	true
31            	smoothSolver	5.627030e-03	3.863000e-04	4	4.280320e-03	3.102450e-04	4	false	GAMG	2.395880e-02	1.902540e-03	4	true
32            	smoothSolver	6.168930e-03	4.313810e-04	4	4.261110e-03	3.100910e-04	4	false	GAMG	2.019650e-02	1.620360e-03	4	true
33            	smoothSolver	5.458350e-03	3.821370e-04	4	3.180120e-03	2.259940e-04	4	false	GAMG	1.591080e-02	1.171440e-03	5	true
34            	smoothSolver	5.277160e-03	3.733950e-04	4	3.308380e-03	2.351080e-04	4	false	GAMG	1.770390e-02	1.299170e-03	4	true
35            	smoothSolver	5.030340e-03	3.537780e-04	4	3.457860e-03	2.459440e-04	4	false	GAMG	1.699210e-02	1.532380e-03	4	true
36            	smoothSolver	4.584000e-03	3.135690e-04	4	3.193370e-03	2.255190e-04	4	false	GAMG	1.401500e-02	1.046380e-03	5	true
37            	smoothSolver	4.761890e-03	3.235410e-04	4	3.257540e-03	2.304940e-04	4	false	GAMG	1.351650e-02	9.395580e-04	4	true
38            	smoothSolver	5.023180e-03	3.455580e-04	4	3.176450e-03	2.243700e-04	4	false	GAMG	1.218330e-02	9.407500e-04	4	true
39            	smoothSolver	4.966260e-03	3.439060e-04	4	2.882150e-03	2.015350e-04	4	false	GAMG	1.076730e-02	1.054440e-03	4	true
40            	smoothSolver	4.899680e-03	3.402840e-04	4	2.910060e-03	2.033690e-04	4	false	GAMG	1.102680e-02	7.114260e-04	4	true
41            	smoothSolver	4.807900e-03	3.322450e-04	4	2.990700e-03	2.090640e-04	4	false	GAMG	1.063600e-02	7.707250e-04	4	true
42            	smoothSolver	4.709710e-03	3.222910e-04	4	2.952070e-03	2.055940e-04	4	false	GAMG	9.950130e-03	8.756210e-04	4	true
43            	smoothSolver	4.730720e-03	3.221970e-04	4	2.921580e-03	2.028430e-04	4	false	GAMG	9.833230e-03	6.930070e-04	4	true
44            	smoothSolver	4.835760e-03	3.311560e-04	4	2.882710e-03	1.996520e-04	4	false	GAMG	9.461410e-03	9.211380e-04	3	true
45            	smoothSolver	4.870370e-03	3.349060e-04	4	2.842990e-03	1.966840e-04	4	false	GAMG	9.159520e-03	8.604170e-04	3	true
46            	smoothSolver	4.873880e-03	3.357770e-04	4	2.846290e-03	1.969520e-04	4	false	GAMG	9.171400e-03	6.583130e-04	3	true
47            	smoothSolver	4.852110e-03	3.337290e-04	4	2.866350e-03	1.981730e-04	4	false	GAMG	9.033130e-03	5.294920e-04	3	true
48            	smoothSolver	4.810860e-03	3.296870e-04	4	2.867040e-03	1.978620e-04	4	false	GAMG	8.794390e-03	7.452720e-04	3	true
49            	smoothSolver	4.779510e-03	3.264640e-04	4	2.843550e-03	1.956700e-04	4	false	GAMG	8.738910e-03	8.192450e-04	3	true
50            	smoothSolver	4.791630e-03	3.274560e-04	4	2.820480e-03	1.935790e-04	4	false	GAMG	8.750890e-03	7.220160e-04	3	true
51            	smoothSolver	4.821280e-03	3.304320e-04	4	2.811880e-03	1.928230e-04	4	false	GAMG	8.666160e-03	6.107790e-04	3	true
52            	smoothSolver	4.838590e-03	3.322860e-04	4	2.815120e-03	1.931010e-04	4	false	GAMG	8.564400e-03	5.244670e-04	3	true
53            	smoothSolver	4.837510e-03	3.322650e-04	4	2.819660e-03	1.933480e-04	4	false	GAMG	8.506330e-03	7.271150e-04	2	true
54            	smoothSolver	4.808780e-03	3.299040e-04	4	2.812090e-03	1.924960e-04	4	false	GAMG	8.488260e-03	7.977810e-04	2	true
55            	smoothSolver	4.782720e-03	3.277000e-04	4	2.808220e-03	1.919430e-04	4	false	GAMG	8.527630e-03	5.525870e-04	3	true
56            	smoothSolver	4.777070e-03	3.270030e-04	4	2.815990e-03	1.923590e-04	4	false	GAMG	8.498040e-03	5.745840e-04	3	true
57            	smoothSolver	4.773940e-03	3.269230e-04	4	2.813340e-03	1.920330e-04	4	false	GAMG	8.662190e-03	8.473140e-04	2	true
58            	smoothSolver	4.751910e-03	3.256510e-04	4	2.796930e-03	1.906290e-04	4	false	GAMG	8.625530e-03	5.907650e-04	3	true
59            	smoothSolver	4.757080e-03	3.264550e-04	4	2.792250e-03	1.903000e-04	4	false	GAMG	8.566350e-03	7.335840e-04	2	true
60            	smoothSolver	4.739880e-03	3.252690e-04	4	2.780920e-03	1.893460e-04	4	false	GAMG	8.552660e-03	6.706080e-04	2	true
61            	smoothSolver	4.723150e-03	3.239420e-04	4	2.772490e-03	1.885570e-04	4	false	GAMG	8.579980e-03	7.477880e-04	2	true
62            	smoothSolver	4.708620e-03	3.227480e-04	4	2.767730e-03	1.880340e-04	4	false	GAMG	8.603750e-03	8.328930e-04	2	true
63            	smoothSolver	4.694050e-03	3.216470e-04	4	2.767360e-03	1.879120e-04	4	false	GAMG	8.650240e-03	5.355590e-04	3	true
64            	smoothSolver	4.690110e-03	3.215130e-04	4	2.780140e-03	1.889300e-04	4	false	GAMG	8.697520e-03	6.677970e-04	2	true
65            	smoothSolver	4.657710e-03	3.192480e-04	4	2.770520e-03	1.881130e-04	4	false	GAMG	8.674650e-03	8.633130e-04	1	true
66            	smoothSolver	4.607650e-03	3.155020e-04	4	2.754520e-03	1.866790e-04	4	false	GAMG	8.654930e-03	6.450440e-04	3	true
67            	smoothSolver	4.614670e-03	3.163180e-04	4	2.745090e-03	1.860970e-04	4	false	GAMG	8.688860e-03	7.689460e-04	2	true
68            	smoothSolver	4.598080e-03	3.151530e-04	4	2.728060e-03	1.847700e-04	4	false	GAMG	8.651540e-03	7.128200e-04	2	true
69            	smoothSolver	4.580020e-03	3.138370e-04	4	2.716860e-03	1.838510e-04	4	false	GAMG	8.692590e-03	6.835150e-04	2	true
70            	smoothSolver	4.557130e-03	3.121450e-04	4	2.711540e-03	1.833620e-04	4	false	GAMG	8.672130e-03	6.542450e-04	2	true
71            	smoothSolver	4.528560e-03	3.100200e-04	4	2.708060e-03	1.830410e-04	4	false	GAMG	8.658350e-03	6.282670e-04	2	true
72            	smoothSolver	4.496640e-03	3.076860e-04	4	2.702200e-03	1.825600e-04	4	false	GAMG	8.653020e-03	6.412350e-04	2	true
73            	smoothSolver	4.466230e-03	3.054380e-04	4	2.692940e-03	1.818420e-04	4	false	GAMG	8.626260e-03	6.923790e-04	2	true
74            	smoothSolver	4.441000e-03	3.035910e-04	4	2.681510e-03	1.809800e-04	4	false	GAMG	8.609720e-03	7.470500e-04	2	true
75            	smoothSolver	4.419930e-03	3.021130e-04	4	2.668990e-03	1.800650e-04	4	false	GAMG	8.619540e-03	7.418340e-04	2	true
76            	smoothSolver	4.398750e-03	3.006760e-04	4	2.656410e-03	1.791410e-04	4	false	GAMG	8.619900e-03	6.540100e-04	2	true
77            	smoothSolver	4.372740e-03	2.989080e-04	4	2.643610e-03	1.781970e-04	4	false	GAMG	8.598840e-03	7.984180e-04	1	true
78            	smoothSolver	4.325010e-03	2.953120e-04	4	2.624750e-03	1.766490e-04	4	false	GAMG	8.547450e-03	6.996710e-04	2	true
79            	smoothSolver	4.302190e-03	2.937340e-04	4	2.609340e-03	1.755410e-04	4	false	GAMG	8.533950e-03	7.755670e-04	2	true
80            	smoothSolver	4.283540e-03	2.925490e-04	4	2.596720e-03	1.746590e-04	4	false	GAMG	8.535980e-03	7.680290e-04	2	true
81            	smoothSolver	4.262680e-03	2.912640e-04	4	2.587710e-03	1.740610e-04	4	false	GAMG	8.552030e-03	6.558550e-04	2	true
82            	smoothSolver	4.234380e-03	2.894610e-04	4	2.579690e-03	1.735280e-04	4	false	GAMG	8.498760e-03	7.342000e-04	1	true
83            	smoothSolver	4.186550e-03	2.859600e-04	4	2.559560e-03	1.719230e-04	4	false	GAMG	8.364570e-03	5.780410e-04	2	true
84            	smoothSolver	4.155320e-03	2.838190e-04	4	2.542570e-03	1.707260e-04	4	false	GAMG	8.329380e-03	6.167750e-04	2	true
85            	smoothSolver	4.128870e-03	2.819850e-04	4	2.524160e-03	1.694300e-04	4	false	GAMG	8.282900e-03	6.207760e-04	2	true
86            	smoothSolver	4.104430e-03	2.803670e-04	4	2.506190e-03	1.681600e-04	4	false	GAMG	8.249970e-03	7.966010e-04	1	true
87            	smoothSolver	4.063120e-03	2.774250e-04	4	2.485620e-03	1.665760e-04	4	false	GAMG	8.158340e-03	7.078380e-04	2	true
88            	smoothSolver	4.042280e-03	2.762430e-04	4	2.467660e-03	1.653580e-04	4	false	GAMG	8.160470e-03	6.785080e-04	2	true
89            	smoothSolver	4.018850e-03	2.748760e-04	4	2.451610e-03	1.642670e-04	4	false	GAMG	8.150060e-03	7.972310e-04	1	true
90            	smoothSolver	3.977560e-03	2.719620e-04	4	2.430800e-03	1.627010e-04	4	false	GAMG	8.034250e-03	6.149370e-04	2	true
91            	smoothSolver	3.949400e-03	2.702310e-04	4	2.414090e-03	1.616030e-04	4	false	GAMG	7.991730e-03	5.600280e-04	2	true
92            	smoothSolver	3.920070e-03	2.683690e-04	4	2.396680e-03	1.604520e-04	4	false	GAMG	7.924030e-03	7.084600e-04	1	true
93            	smoothSolver	3.880350e-03	2.655690e-04	4	2.373690e-03	1.587790e-04	4	false	GAMG	7.802670e-03	5.428670e-04	2	true
94            	smoothSolver	3.853780e-03	2.637770e-04	4	2.351510e-03	1.573160e-04	4	false	GAMG	7.739850e-03	5.170160e-04	2	true
95            	smoothSolver	3.827450e-03	2.619880e-04	4	2.328860e-03	1.558110e-04	4	false	GAMG	7.676010e-03	6.904920e-04	1	true
96            	smoothSolver	3.790220e-03	2.593010e-04	4	2.304690e-03	1.541070e-04	4	false	GAMG	7.577740e-03	5.297100e-04	2	true
97            	smoothSolver	3.764630e-03	2.576110e-04	4	2.280670e-03	1.525180e-04	4	false	GAMG	7.523370e-03	4.986280e-04	2	true
98            	smoothSolver	3.738140e-03	2.558570e-04	4	2.257760e-03	1.510100e-04	4	false	GAMG	7.459120e-03	6.552780e-04	1	true
99            	smoothSolver	3.702070e-03	2.532330e-04	4	2.233020e-03	1.493060e-04	4	false	GAMG	7.339170e-03	4.760260e-04	2	true
100           	smoothSolver	3.674770e-03	2.514650e-04	4	2.209520e-03	1.478110e-04	4	false	GAMG	7.272760e-03	7.236040e-04	1	true
101           	smoothSolver	3.641240e-03	2.490930e-04	4	2.184330e-03	1.461310e-04	4	false	GAMG	7.201880e-03	5.355260e-04	2	true
102           	smoothSolver	3.616850e-03	2.474640e-04	4	2.158540e-03	1.445010e-04	4	false	GAMG	7.127560e-03	4.890050e-04	2	true
103           	smoothSolver	3.591660e-03	2.457560e-04	4	2.133410e-03	1.428900e-04	4	false	GAMG	7.056090e-03	5.989690e-04	1	true
104           	smoothSolver	3.558550e-03	2.433570e-04	4	2.106470e-03	1.410980e-04	4	false	GAMG	6.910860e-03	6.626830e-04	1	true
105           	smoothSolver	3.527160e-03	2.410810e-04	4	2.079090e-03	1.393200e-04	4	false	GAMG	6.845070e-03	4.842160e-04	2	true
106           	smoothSolver	3.504490e-03	2.395270e-04	4	2.048930e-03	1.374030e-04	4	false	GAMG	6.741400e-03	4.492420e-04	2	true
107           	smoothSolver	3.481280e-03	2.379280e-04	4	2.020130e-03	1.355540e-04	4	false	GAMG	6.650060e-03	5.632470e-04	1	true
108           	smoothSolver	3.450720e-03	2.357750e-04	4	1.991940e-03	1.337320e-04	4	false	GAMG	6.508130e-03	6.202030e-04	1	true
109           	smoothSolver	3.421730e-03	2.337530e-04	4	1.963660e-03	1.319260e-04	4	false	GAMG	6.446630e-03	4.431730e-04	2	true
110           	smoothSolver	3.399300e-03	2.322310e-04	4	1.933040e-03	1.299900e-04	4	false	GAMG	6.357710e-03	4.024730e-04	2	true
111           	smoothSolver	3.376340e-03	2.306350e-04	4	1.903220e-03	1.280980e-04	4	false	GAMG	6.275590e-03	5.186970e-04	1	true
112           	smoothSolver	3.347410e-03	2.285870e-04	4	1.874040e-03	1.262590e-04	4	false	GAMG	6.144570e-03	5.698760e-04	1	true
113           	smoothSolver	3.320040e-03	2.266510e-04	4	1.844610e-03	1.244320e-04	4	false	GAMG	6.086600e-03	3.938560e-04	2	true
114           	smoothSolver	3.297590e-03	2.251130e-04	4	1.810930e-03	1.222870e-04	4	false	GAMG	5.997710e-03	3.584500e-04	2	true
115           	smoothSolver	3.275020e-03	2.236280e-04	4	1.778340e-03	1.202070e-04	4	false	GAMG	5.919050e-03	4.723950e-04	1	true
116           	smoothSolver	3.248020e-03	2.217890e-04	4	1.748870e-03	1.183830e-04	4	false	GAMG	5.796500e-03	5.221380e-04	1	true
117           	smoothSolver	3.221390e-03	2.199160e-04	4	1.719510e-03	1.166000e-04	4	false	GAMG	5.738280e-03	3.614000e-04	2	true
118           	smoothSolver	3.199030e-03	2.182910e-04	4	1.684460e-03	1.144100e-04	4	false	GAMG	5.646090e-03	3.253560e-04	2	true
119           	smoothSolver	3.176000e-03	2.166230e-04	4	1.651080e-03	1.123390e-04	4	false	GAMG	5.564720e-03	4.399990e-04	1	true
120           	smoothSolver	3.149020e-03	2.146150e-04	4	1.622960e-03	1.106690e-04	4	false	GAMG	5.443950e-03	4.906230e-04	1	true
121           	smoothSolver	3.121950e-03	2.125620e-04	4	1.595220e-03	1.090360e-04	4	false	GAMG	5.376310e-03	3.276210e-04	2	true
122           	smoothSolver	3.098060e-03	2.106710e-04	4	1.560530e-03	1.068950e-04	4	false	GAMG	5.275850e-03	2.960430e-04	2	true
123           	smoothSolver	3.073140e-03	2.087030e-04	4	1.527850e-03	1.048930e-04	4	false	GAMG	5.191250e-03	4.079510e-04	1	true
124           	smoothSolver	3.044560e-03	2.064630e-04	4	1.502130e-03	1.034110e-04	4	false	GAMG	5.069830e-03	4.553140e-04	1	true
125           	smoothSolver	3.015740e-03	2.041790e-04	4	1.476930e-03	1.019740e-04	4	false	GAMG	4.998370e-03	3.111350e-04	2	true
126           	smoothSolver	2.989190e-03	2.020030e-04	4	1.442850e-03	9.989170e-05	4	false	GAMG	4.901670e-03	2.819400e-04	2	true
127           	smoothSolver	2.961490e-03	1.997920e-04	4	1.411460e-03	9.799880e-05	4	false	GAMG	4.820440e-03	3.886110e-04	1	true
128           	smoothSolver	2.930010e-03	1.973970e-04	4	1.389480e-03	9.679400e-05	4	false	GAMG	4.702730e-03	4.378420e-04	1	true
129           	smoothSolver	2.898010e-03	1.949950e-04	4	1.368160e-03	9.563430e-05	4	false	GAMG	4.637580e-03	2.926110e-04	2	true
130           	smoothSolver	2.868440e-03	1.926930e-04	4	1.337390e-03	9.375710e-05	4	false	GAMG	4.542650e-03	2.654960e-04	2	true
131           	smoothSolver	2.837510e-03	1.903600e-04	4	1.309680e-03	9.208740e-05	4	false	GAMG	4.464580e-03	3.627700e-04	1	true
132           	smoothSolver	2.802840e-03	1.878840e-04	4	1.291950e-03	9.113200e-05	4	false	GAMG	4.350740e-03	4.074710e-04	1	true
133           	smoothSolver	2.768070e-03	1.854080e-04	4	1.275060e-03	9.021800e-05	4	false	GAMG	4.285500e-03	2.813120e-04	2	true
134           	smoothSolver	2.735980e-03	1.830090e-04	4	1.247440e-03	8.850970e-05	4	false	GAMG	4.201590e-03	2.571690e-04	2	true
135           	smoothSolver	2.703120e-03	1.806150e-04	4	1.223230e-03	8.700410e-05	4	false	GAMG	4.133920e-03	3.456480e-04	1	true
136           	smoothSolver	2.666910e-03	1.781270e-04	4	1.210540e-03	8.631900e-05	4	false	GAMG	4.028310e-03	3.915940e-04	1	true
137           	smoothSolver	2.631070e-03	1.756610e-04	4	1.198290e-03	8.564460e-05	4	false	GAMG	3.973910e-03	2.722840e-04	2	true
138           	smoothSolver	2.598450e-03	1.732750e-04	4	1.174210e-03	8.407640e-05	4	false	GAMG	3.905100e-03	2.489200e-04	2	true
139           	smoothSolver	2.565120e-03	1.709010e-04	4	1.154290e-03	8.277410e-05	4	false	GAMG	3.852030e-03	3.248840e-04	1	true
140           	smoothSolver	2.528820e-03	1.684680e-04	4	1.145770e-03	8.226920e-05	4	false	GAMG	3.757780e-03	3.644290e-04	1	true
141           	smoothSolver	2.493110e-03	1.660670e-04	4	1.137360e-03	8.175800e-05	4	false	GAMG	3.713560e-03	2.528950e-04	2	true
142           	smoothSolver	2.460570e-03	1.637320e-04	4	1.117540e-03	8.040360e-05	4	false	GAMG	3.658370e-03	2.318380e-04	2	true
143           	smoothSolver	2.427750e-03	1.614380e-04	4	1.101340e-03	7.928590e-05	4	false	GAMG	3.613480e-03	3.068080e-04	1	true
144           	smoothSolver	2.392180e-03	1.590950e-04	4	1.095890e-03	7.892740e-05	4	false	GAMG	3.535470e-03	3.473780e-04	1	true
145           	smoothSolver	2.357470e-03	1.568010e-04	4	1.090260e-03	7.856010e-05	4	false	GAMG	3.503870e-03	2.474900e-04	2	true
146           	smoothSolver	2.326300e-03	1.545770e-04	4	1.073450e-03	7.734730e-05	4	false	GAMG	3.461570e-03	2.250380e-04	2	true
147           	smoothSolver	2.294900e-03	1.523900e-04	4	1.060450e-03	7.637820e-05	4	false	GAMG	3.430060e-03	2.905990e-04	1	true
148           	smoothSolver	2.260770e-03	1.501700e-04	4	1.057000e-03	7.606710e-05	4	false	GAMG	3.359190e-03	3.233150e-04	1	true
149           	smoothSolver	2.227640e-03	1.480020e-04	4	1.053160e-03	7.573570e-05	4	false	GAMG	3.328320e-03	2.249520e-04	2	true
150           	smoothSolver	2.198320e-03	1.459540e-04	4	1.039750e-03	7.470360e-05	4	false	GAMG	3.296500e-03	2.061100e-04	2	true
151           	smoothSolver	2.168770e-03	1.439340e-04	4	1.029590e-03	7.389220e-05	4	false	GAMG	3.269770e-03	2.731020e-04	1	true
152           	smoothSolver	2.136250e-03	1.418320e-04	4	1.027370e-03	7.362370e-05	4	false	GAMG	3.213490e-03	3.075900e-04	1	true
153           	smoothSolver	2.104710e-03	1.397760e-04	4	1.024660e-03	7.329650e-05	4	false	GAMG	3.191110e-03	2.211790e-04	2	true
154           	smoothSolver	2.077370e-03	1.378530e-04	4	1.014100e-03	7.239700e-05	4	false	GAMG	3.170730e-03	1.988910e-04	2	true
155           	smoothSolver	2.050060e-03	1.359920e-04	4	1.006240e-03	7.169360e-05	4	false	GAMG	3.150490e-03	2.596910e-04	1	true
156           	smoothSolver	2.019630e-03	1.340390e-04	4	1.003860e-03	7.135940e-05	4	false	GAMG	3.096570e-03	2.877010e-04	1	true
157           	smoothSolver	1.990290e-03	1.321480e-04	4	1.001000e-03	7.099080e-05	4	false	GAMG	3.071510e-03	1.972240e-04	2	true
158           	smoothSolver	1.965340e-03	1.304630e-04	4	9.931860e-04	7.028310e-05	4	false	GAMG	3.055070e-03	3.028870e-04	1	true
159           	smoothSolver	1.937280e-03	1.286480e-04	4	9.891790e-04	6.984120e-05	4	false	GAMG	3.028990e-03	2.038740e-04	2	true
160           	smoothSolver	1.913940e-03	1.270580e-04	4	9.820040e-04	6.917760e-05	4	false	GAMG	3.019150e-03	2.747500e-04	1	true
161           	smoothSolver	1.886600e-03	1.252920e-04	4	9.781260e-04	6.875670e-05	4	false	GAMG	2.981210e-03	2.906180e-04	1	true
162           	smoothSolver	1.860270e-03	1.235820e-04	4	9.739440e-04	6.830740e-05	4	false	GAMG	2.958580e-03	1.952690e-04	2	true
163           	smoothSolver	1.839300e-03	1.221550e-04	4	9.694050e-04	6.786040e-05	4	false	GAMG	2.946620e-03	2.759650e-04	1	true
164           	smoothSolver	1.813810e-03	1.205100e-04	4	9.649290e-04	6.739960e-05	4	false	GAMG	2.914460e-03	1.696260e-04	2	true
165           	smoothSolver	1.792790e-03	1.191280e-04	4	9.612260e-04	6.701180e-05	4	false	GAMG	2.902260e-03	2.452180e-04	1	true
166           	smoothSolver	1.767730e-03	1.175200e-04	4	9.566300e-04	6.654560e-05	4	false	GAMG	2.869910e-03	2.713470e-04	1	true
167           	smoothSolver	1.743800e-03	1.159750e-04	4	9.518030e-04	6.607060e-05	4	false	GAMG	2.858710e-03	1.808140e-04	2	true
168           	smoothSolver	1.725680e-03	1.147730e-04	4	9.483020e-04	6.572540e-05	4	false	GAMG	2.861300e-03	2.804020e-04	1	true
169           	smoothSolver	1.703160e-03	1.133300e-04	4	9.433610e-04	6.524960e-05	4	false	GAMG	2.845690e-03	1.698820e-04	2	true
170           	smoothSolver	1.686260e-03	1.122430e-04	4	9.401510e-04	6.493410e-05	4	false	GAMG	2.846700e-03	2.462320e-04	1	true
171           	smoothSolver	1.664020e-03	1.108290e-04	4	9.348150e-04	6.443750e-05	4	false	GAMG	2.821400e-03	2.686320e-04	1	true
172           	smoothSolver	1.642860e-03	1.094800e-04	4	9.292910e-04	6.393770e-05	4	false	GAMG	2.815440e-03	1.789730e-04	2	true
173           	smoothSolver	1.628410e-03	1.085540e-04	4	9.256810e-04	6.362290e-05	4	false	GAMG	2.807830e-03	1.579850e-04	2	true
174           	smoothSolver	1.613070e-03	1.075940e-04	4	9.217840e-04	6.328270e-05	4	false	GAMG	2.806320e-03	2.195230e-04	1	true
175           	smoothSolver	1.592130e-03	1.062790e-04	4	9.156640e-04	6.274160e-05	4	false	GAMG	2.775490e-03	2.433640e-04	1	true
176           	smoothSolver	1.572340e-03	1.050260e-04	4	9.093810e-04	6.220060e-05	4	false	GAMG	2.770670e-03	1.651380e-04	2	true
177           	smoothSolver	1.559070e-03	1.041900e-04	4	9.045000e-04	6.181220e-05	4	false	GAMG	2.768140e-03	1.601150e-04	2	true
178           	smoothSolver	1.545960e-03	1.033710e-04	4	8.997230e-04	6.142860e-05	4	false	GAMG	2.767670e-03	2.355390e-04	1	true
179           	smoothSolver	1.527430e-03	1.022040e-04	4	8.932830e-04	6.088310e-05	4	false	GAMG	2.741990e-03	2.676620e-04	1	true
180           	smoothSolver	1.510330e-03	1.011210e-04	4	8.868250e-04	6.035130e-05	4	false	GAMG	2.745100e-03	1.823730e-04	2	true
181           	smoothSolver	1.500440e-03	1.005230e-04	4	8.822090e-04	6.000460e-05	4	false	GAMG	2.738990e-03	1.627480e-04	2	true
182           	smoothSolver	1.489350e-03	9.984960e-05	4	8.773510e-04	5.962840e-05	4	false	GAMG	2.734270e-03	2.207740e-04	1	true
183           	smoothSolver	1.472020e-03	9.875850e-05	4	8.703550e-04	5.905410e-05	4	false	GAMG	2.698170e-03	2.431030e-04	1	true
184           	smoothSolver	1.455770e-03	9.772840e-05	4	8.632220e-04	5.848790e-05	4	false	GAMG	2.691650e-03	1.641910e-04	2	true
185           	smoothSolver	1.445920e-03	9.712690e-05	4	8.575830e-04	5.808320e-05	4	false	GAMG	2.685780e-03	1.597740e-04	2	true
186           	smoothSolver	1.435970e-03	9.652780e-05	4	8.521810e-04	5.768610e-05	4	false	GAMG	2.683560e-03	2.298210e-04	1	true
187           	smoothSolver	1.420530e-03	9.555340e-05	4	8.451080e-04	5.713100e-05	4	false	GAMG	2.654950e-03	2.634290e-04	1	true
188           	smoothSolver	1.406510e-03	9.466160e-05	4	8.381360e-04	5.659480e-05	4	false	GAMG	2.658970e-03	1.831250e-04	2	true
189           	smoothSolver	1.399310e-03	9.424100e-05	4	8.327070e-04	5.621240e-05	4	false	GAMG	2.648380e-03	1.629320e-04	2	true
190           	smoothSolver	1.390740e-03	9.373370e-05	4	8.271480e-04	5.581440e-05	4	false	GAMG	2.644820e-03	2.158050e-04	1	true
