# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
386           	smoothSolver	5.661540e-04	4.024140e-05	4	3.581580e-04	2.491040e-05	4	false	GAMG	1.150570e-03	1.130560e-04	1	true
387           	smoothSolver	5.627810e-04	3.998840e-05	4	3.543800e-04	2.464230e-05	4	false	GAMG	1.143160e-03	9.204070e-05	2	true
388           	smoothSolver	5.600640e-04	3.985920e-05	4	3.528210e-04	2.457460e-05	4	false	GAMG	1.137020e-03	8.456140e-05	2	true
389           	smoothSolver	5.571790e-04	3.970860e-05	4	3.512980e-04	2.450240e-05	4	false	GAMG	1.136400e-03	8.699090e-05	1	true
390           	smoothSolver	5.537050e-04	3.943300e-05	4	3.471160e-04	2.419010e-05	4	false	GAMG	1.109350e-03	9.214940e-05	1	true
391           	smoothSolver	5.503680e-04	3.916640e-05	4	3.430740e-04	2.389420e-05	4	false	GAMG	1.094630e-03	7.752310e-05	2	true
392           	smoothSolver	5.476140e-04	3.901600e-05	4	3.412370e-04	2.380110e-05	4	false	GAMG	1.090470e-03	7.756870e-05	2	true
393           	smoothSolver	5.448180e-04	3.886400e-05	4	3.394070e-04	2.370160e-05	4	false	GAMG	1.088720e-03	8.940110e-05	1	true
394           	smoothSolver	5.415410e-04	3.860480e-05	4	3.355200e-04	2.341500e-05	4	false	GAMG	1.070020e-03	1.059480e-04	1	true
395           	smoothSolver	5.383930e-04	3.836470e-05	4	3.319600e-04	2.315910e-05	4	false	GAMG	1.066530e-03	9.194000e-05	2	true
396           	smoothSolver	5.358390e-04	3.824640e-05	4	3.302590e-04	2.307170e-05	4	false	GAMG	1.059810e-03	8.781820e-05	2	true
397           	smoothSolver	5.331970e-04	3.811280e-05	4	3.289470e-04	2.301130e-05	4	false	GAMG	1.062920e-03	8.850960e-05	1	true
398           	smoothSolver	5.300070e-04	3.785730e-05	4	3.252590e-04	2.273530e-05	4	false	GAMG	1.036480e-03	9.391600e-05	1	true
399           	smoothSolver	5.269430e-04	3.761240e-05	4	3.217560e-04	2.247980e-05	4	false	GAMG	1.021080e-03	7.495770e-05	2	true
400           	smoothSolver	5.243230e-04	3.747370e-05	4	3.205230e-04	2.243580e-05	4	false	GAMG	1.015910e-03	7.181080e-05	2	true
401           	smoothSolver	5.216400e-04	3.732370e-05	4	3.188990e-04	2.234990e-05	4	false	GAMG	1.012590e-03	8.173300e-05	1	true
402           	smoothSolver	5.185890e-04	3.707560e-05	4	3.152220e-04	2.207420e-05	4	false	GAMG	9.956570e-04	9.687560e-05	1	true
403           	smoothSolver	5.156390e-04	3.684310e-05	4	3.117120e-04	2.181560e-05	4	false	GAMG	9.910370e-04	8.564580e-05	2	true
404           	smoothSolver	5.132570e-04	3.672380e-05	4	3.094070e-04	2.166990e-05	4	false	GAMG	9.830970e-04	8.247930e-05	2	true
405           	smoothSolver	5.108170e-04	3.659880e-05	4	3.077610e-04	2.157660e-05	4	false	GAMG	9.868510e-04	8.663640e-05	1	true
406           	smoothSolver	5.078540e-04	3.635920e-05	4	3.044810e-04	2.133040e-05	4	false	GAMG	9.633120e-04	9.509750e-05	1	true
407           	smoothSolver	5.049960e-04	3.613070e-05	4	3.014840e-04	2.111500e-05	4	false	GAMG	9.509450e-04	7.706370e-05	2	true
408           	smoothSolver	5.025150e-04	3.600530e-05	4	3.008620e-04	2.111930e-05	4	false	GAMG	9.457200e-04	7.119430e-05	2	true
409           	smoothSolver	4.999580e-04	3.585880e-05	4	2.996930e-04	2.106670e-05	4	false	GAMG	9.427280e-04	7.609670e-05	1	true
410           	smoothSolver	4.971060e-04	3.561630e-05	4	2.962600e-04	2.080600e-05	4	false	GAMG	9.247480e-04	8.718750e-05	1	true
411           	smoothSolver	4.943240e-04	3.538490e-05	4	2.928680e-04	2.055040e-05	4	false	GAMG	9.174570e-04	7.780800e-05	2	true
412           	smoothSolver	4.920390e-04	3.525400e-05	4	2.902070e-04	2.037020e-05	4	false	GAMG	9.094390e-04	7.502290e-05	2	true
413           	smoothSolver	4.897370e-04	3.512810e-05	4	2.882520e-04	2.024670e-05	4	false	GAMG	9.117730e-04	8.238000e-05	1	true
414           	smoothSolver	4.869430e-04	3.489950e-05	4	2.852740e-04	2.002340e-05	4	false	GAMG	8.915370e-04	6.622040e-05	2	true
415           	smoothSolver	4.844520e-04	3.476160e-05	4	2.845250e-04	2.000640e-05	4	false	GAMG	8.844960e-04	8.092050e-05	1	true
416           	smoothSolver	4.817550e-04	3.453170e-05	4	2.815590e-04	1.978690e-05	4	false	GAMG	8.738920e-04	6.356090e-05	2	true
417           	smoothSolver	4.792930e-04	3.437450e-05	4	2.799760e-04	1.969750e-05	4	false	GAMG	8.649440e-04	8.482380e-05	1	true
418           	smoothSolver	4.766230e-04	3.415390e-05	4	2.770740e-04	1.948140e-05	4	false	GAMG	8.557340e-04	7.371300e-05	2	true
419           	smoothSolver	4.743480e-04	3.402260e-05	4	2.751240e-04	1.935820e-05	4	false	GAMG	8.524530e-04	6.910910e-05	2	true
420           	smoothSolver	4.720110e-04	3.388680e-05	4	2.734380e-04	1.925190e-05	4	false	GAMG	8.531940e-04	7.392100e-05	1	true
421           	smoothSolver	4.693140e-04	3.365790e-05	4	2.704560e-04	1.902350e-05	4	false	GAMG	8.311790e-04	8.189430e-05	1	true
422           	smoothSolver	4.667000e-04	3.344210e-05	4	2.676600e-04	1.881650e-05	4	false	GAMG	8.208240e-04	6.891260e-05	2	true
423           	smoothSolver	4.645170e-04	3.332790e-05	4	2.662960e-04	1.874910e-05	4	false	GAMG	8.162400e-04	6.637210e-05	2	true
424           	smoothSolver	4.622360e-04	3.319820e-05	4	2.649980e-04	1.867930e-05	4	false	GAMG	8.148750e-04	7.138820e-05	1	true
425           	smoothSolver	4.595900e-04	3.297450e-05	4	2.622060e-04	1.846640e-05	4	false	GAMG	7.975270e-04	5.882700e-05	2	true
426           	smoothSolver	4.571570e-04	3.281520e-05	4	2.605760e-04	1.836400e-05	4	false	GAMG	7.899760e-04	7.084240e-05	1	true
427           	smoothSolver	4.545880e-04	3.259590e-05	4	2.577590e-04	1.815100e-05	4	false	GAMG	7.777560e-04	6.118360e-05	2	true
428           	smoothSolver	4.523980e-04	3.245780e-05	4	2.558180e-04	1.802590e-05	4	false	GAMG	7.736440e-04	5.889210e-05	2	true
429           	smoothSolver	4.501750e-04	3.232130e-05	4	2.541380e-04	1.791930e-05	4	false	GAMG	7.716870e-04	6.753300e-05	1	true
430           	smoothSolver	4.476110e-04	3.210500e-05	4	2.514500e-04	1.771410e-05	4	false	GAMG	7.543740e-04	5.764060e-05	2	true
431           	smoothSolver	4.453300e-04	3.196820e-05	4	2.500110e-04	1.762980e-05	4	false	GAMG	7.505620e-04	7.279800e-05	1	true
432           	smoothSolver	4.428420e-04	3.176040e-05	4	2.474520e-04	1.743820e-05	4	false	GAMG	7.413090e-04	6.262420e-05	2	true
433           	smoothSolver	4.406810e-04	3.163210e-05	4	2.458660e-04	1.734390e-05	4	false	GAMG	7.369100e-04	5.894840e-05	2	true
434           	smoothSolver	4.384700e-04	3.149520e-05	4	2.444080e-04	1.725480e-05	4	false	GAMG	7.349290e-04	6.333380e-05	1	true
435           	smoothSolver	4.359570e-04	3.128070e-05	4	2.418080e-04	1.705510e-05	4	false	GAMG	7.166190e-04	5.185210e-05	2	true
436           	smoothSolver	4.337120e-04	3.113480e-05	4	2.402490e-04	1.695670e-05	4	false	GAMG	7.109440e-04	6.600380e-05	1	true
437           	smoothSolver	4.312890e-04	3.092940e-05	4	2.377020e-04	1.676480e-05	4	false	GAMG	7.015340e-04	5.805750e-05	2	true
438           	smoothSolver	4.292100e-04	3.080190e-05	4	2.359380e-04	1.665230e-05	4	false	GAMG	6.976300e-04	5.673580e-05	2	true
439           	smoothSolver	4.270840e-04	3.067160e-05	4	2.344210e-04	1.655670e-05	4	false	GAMG	6.966130e-04	6.235720e-05	1	true
440           	smoothSolver	4.246300e-04	3.046480e-05	4	2.319800e-04	1.636950e-05	4	false	GAMG	6.795430e-04	5.377610e-05	2	true
441           	smoothSolver	4.224470e-04	3.032940e-05	4	2.306370e-04	1.629040e-05	4	false	GAMG	6.757710e-04	6.583910e-05	1	true
442           	smoothSolver	4.200750e-04	3.013040e-05	4	2.282680e-04	1.611220e-05	4	false	GAMG	6.661360e-04	5.676920e-05	2	true
443           	smoothSolver	4.180310e-04	3.000430e-05	4	2.266840e-04	1.601530e-05	4	false	GAMG	6.620960e-04	5.351410e-05	2	true
444           	smoothSolver	4.159390e-04	2.987180e-05	4	2.252170e-04	1.592270e-05	4	false	GAMG	6.599620e-04	5.780530e-05	1	true
445           	smoothSolver	4.135440e-04	2.966860e-05	4	2.228400e-04	1.573950e-05	4	false	GAMG	6.429340e-04	4.883760e-05	2	true
446           	smoothSolver	4.114210e-04	2.953080e-05	4	2.213410e-04	1.564380e-05	4	false	GAMG	6.387330e-04	6.156750e-05	1	true
447           	smoothSolver	4.091120e-04	2.933670e-05	4	2.190310e-04	1.546930e-05	4	false	GAMG	6.299190e-04	5.478400e-05	2	true
448           	smoothSolver	4.071530e-04	2.921570e-05	4	2.173970e-04	1.536600e-05	4	false	GAMG	6.266910e-04	5.283110e-05	2	true
449           	smoothSolver	4.051330e-04	2.908990e-05	4	2.159840e-04	1.527740e-05	4	false	GAMG	6.259850e-04	5.689940e-05	1	true
450           	smoothSolver	4.027920e-04	2.889240e-05	4	2.137400e-04	1.510500e-05	4	false	GAMG	6.094770e-04	4.853660e-05	2	true
451           	smoothSolver	4.007060e-04	2.875900e-05	4	2.124300e-04	1.502570e-05	4	false	GAMG	6.055550e-04	5.963770e-05	1	true
452           	smoothSolver	3.984450e-04	2.856910e-05	4	2.102350e-04	1.486030e-05	4	false	GAMG	5.968580e-04	5.206270e-05	2	true
453           	smoothSolver	3.965060e-04	2.844680e-05	4	2.086740e-04	1.476240e-05	4	false	GAMG	5.930020e-04	4.970880e-05	2	true
454           	smoothSolver	3.945260e-04	2.832020e-05	4	2.072440e-04	1.467070e-05	4	false	GAMG	5.914180e-04	5.356290e-05	1	true
455           	smoothSolver	3.922450e-04	2.812760e-05	4	2.050710e-04	1.450320e-05	4	false	GAMG	5.758490e-04	4.620650e-05	2	true
456           	smoothSolver	3.902390e-04	2.799770e-05	4	2.036710e-04	1.441450e-05	4	false	GAMG	5.722640e-04	5.705560e-05	1	true
457           	smoothSolver	3.880380e-04	2.781340e-05	4	2.015580e-04	1.425510e-05	4	false	GAMG	5.640710e-04	5.078860e-05	2	true
458           	smoothSolver	3.861680e-04	2.769620e-05	4	2.000320e-04	1.415900e-05	4	false	GAMG	5.610220e-04	4.843980e-05	2	true
459           	smoothSolver	3.842370e-04	2.757330e-05	4	1.986870e-04	1.407400e-05	4	false	GAMG	5.598010e-04	5.156090e-05	1	true
460           	smoothSolver	3.820040e-04	2.738510e-05	4	1.966160e-04	1.391450e-05	4	false	GAMG	5.445750e-04	4.410240e-05	2	true
461           	smoothSolver	3.800190e-04	2.725510e-05	4	1.953200e-04	1.383400e-05	4	false	GAMG	5.408840e-04	3.941300e-05	2	true
462           	smoothSolver	3.780370e-04	2.711820e-05	4	1.939050e-04	1.374090e-05	4	false	GAMG	5.361560e-04	4.691030e-05	1	true
463           	smoothSolver	3.758660e-04	2.693160e-05	4	1.917580e-04	1.357640e-05	4	false	GAMG	5.253030e-04	4.117800e-05	2	true
464           	smoothSolver	3.739870e-04	2.680160e-05	4	1.900330e-04	1.345960e-05	4	false	GAMG	5.211800e-04	4.237950e-05	2	true
465           	smoothSolver	3.721180e-04	2.667640e-05	4	1.885070e-04	1.335700e-05	4	false	GAMG	5.192220e-04	5.073030e-05	1	true
466           	smoothSolver	3.699700e-04	2.649790e-05	4	1.865660e-04	1.320870e-05	4	false	GAMG	5.079310e-04	4.787230e-05	2	true
467           	smoothSolver	3.681270e-04	2.638470e-05	4	1.853130e-04	1.313270e-05	4	false	GAMG	5.072510e-04	4.434380e-05	2	true
468           	smoothSolver	3.662310e-04	2.626300e-05	4	1.841740e-04	1.306300e-05	4	false	GAMG	5.053190e-04	4.697310e-05	1	true
469           	smoothSolver	3.640980e-04	2.608160e-05	4	1.822120e-04	1.291250e-05	4	false	GAMG	4.918480e-04	3.862610e-05	2	true
470           	smoothSolver	3.621980e-04	2.594960e-05	4	1.807970e-04	1.282090e-05	4	false	GAMG	4.877300e-04	3.663910e-05	2	true
471           	smoothSolver	3.603190e-04	2.581730e-05	4	1.793420e-04	1.272320e-05	4	false	GAMG	4.834120e-04	4.471740e-05	1	true
472           	smoothSolver	3.582350e-04	2.564150e-05	4	1.773980e-04	1.257430e-05	4	false	GAMG	4.735330e-04	4.184480e-05	2	true
473           	smoothSolver	3.564640e-04	2.552490e-05	4	1.758660e-04	1.247230e-05	4	false	GAMG	4.716280e-04	4.141090e-05	2	true
474           	smoothSolver	3.546680e-04	2.540770e-05	4	1.745300e-04	1.238430e-05	4	false	GAMG	4.710200e-04	4.643080e-05	1	true
475           	smoothSolver	3.525970e-04	2.523490e-05	4	1.727140e-04	1.224540e-05	4	false	GAMG	4.592590e-04	4.174340e-05	2	true
476           	smoothSolver	3.507820e-04	2.511720e-05	4	1.715110e-04	1.217190e-05	4	false	GAMG	4.573400e-04	3.826650e-05	2	true
477           	smoothSolver	3.489440e-04	2.499300e-05	4	1.703320e-04	1.209750e-05	4	false	GAMG	4.542470e-04	4.237290e-05	1	true
478           	smoothSolver	3.469000e-04	2.481990e-05	4	1.684910e-04	1.195640e-05	4	false	GAMG	4.432820e-04	3.683060e-05	2	true
479           	smoothSolver	3.451090e-04	2.469560e-05	4	1.670640e-04	1.186180e-05	4	false	GAMG	4.399370e-04	3.599730e-05	2	true
480           	smoothSolver	3.433300e-04	2.457260e-05	4	1.656950e-04	1.176950e-05	4	false	GAMG	4.374850e-04	4.241230e-05	1	true
481           	smoothSolver	3.413200e-04	2.440500e-05	4	1.639270e-04	1.163420e-05	4	false	GAMG	4.277610e-04	3.979580e-05	2	true
482           	smoothSolver	3.396020e-04	2.429310e-05	4	1.625860e-04	1.154750e-05	4	false	GAMG	4.266980e-04	3.809130e-05	2	true
483           	smoothSolver	3.378510e-04	2.417740e-05	4	1.613870e-04	1.147010e-05	4	false	GAMG	4.254580e-04	4.174240e-05	1	true
484           	smoothSolver	3.358560e-04	2.401070e-05	4	1.596780e-04	1.133930e-05	4	false	GAMG	4.145610e-04	3.675410e-05	2	true
485           	smoothSolver	3.340990e-04	2.389200e-05	4	1.584600e-04	1.126240e-05	4	false	GAMG	4.123190e-04	3.443740e-05	2	true
486           	smoothSolver	3.323370e-04	2.377020e-05	4	1.572620e-04	1.118440e-05	4	false	GAMG	4.095830e-04	3.921370e-05	1	true
487           	smoothSolver	3.303720e-04	2.360560e-05	4	1.555630e-04	1.105430e-05	4	false	GAMG	4.000260e-04	3.571680e-05	2	true
488           	smoothSolver	3.286740e-04	2.348980e-05	4	1.542230e-04	1.096580e-05	4	false	GAMG	3.981450e-04	3.476450e-05	2	true
489           	smoothSolver	3.269660e-04	2.337360e-05	4	1.529760e-04	1.088280e-05	4	false	GAMG	3.968080e-04	3.941200e-05	1	true
490           	smoothSolver	3.250250e-04	2.321250e-05	4	1.513470e-04	1.075800e-05	4	false	GAMG	3.872930e-04	3.630080e-05	2	true
491           	smoothSolver	3.233440e-04	2.310100e-05	4	1.501300e-04	1.068030e-05	4	false	GAMG	3.861720e-04	3.422880e-05	2	true
492           	smoothSolver	3.216390e-04	2.298570e-05	4	1.490020e-04	1.060740e-05	4	false	GAMG	3.845500e-04	3.775690e-05	1	true
493           	smoothSolver	3.197190e-04	2.282570e-05	4	1.474040e-04	1.048520e-05	4	false	GAMG	3.749740e-04	3.364410e-05	2	true
494           	smoothSolver	3.180390e-04	2.271060e-05	4	1.461990e-04	1.040740e-05	4	false	GAMG	3.731610e-04	3.213900e-05	2	true
495           	smoothSolver	3.163530e-04	2.259400e-05	4	1.450400e-04	1.033110e-05	4	false	GAMG	3.712870e-04	3.659140e-05	1	true
496           	smoothSolver	3.144600e-04	2.243690e-05	4	1.434780e-04	1.021160e-05	4	false	GAMG	3.626450e-04	3.386330e-05	2	true
497           	smoothSolver	3.128240e-04	2.232620e-05	4	1.422550e-04	1.013170e-05	4	false	GAMG	3.615620e-04	3.252860e-05	2	true
498           	smoothSolver	3.111700e-04	2.221370e-05	4	1.411230e-04	1.005710e-05	4	false	GAMG	3.605160e-04	2.719660e-05	2	true
499           	smoothSolver	3.094340e-04	2.209120e-05	4	1.400450e-04	9.984430e-06	4	false	GAMG	3.564200e-04	3.081280e-05	1	true
500           	smoothSolver	3.075570e-04	2.193180e-05	4	1.384450e-04	9.861080e-06	4	false	GAMG	3.471000e-04	2.647360e-05	2	true
