NODE,LABEL,VALUE
48028,1,0.00761739
48099,1,0.00774138
48097,1,0.00774138
48311,1,0.00780956
48101,1,0.00819811
48103,1,0.00784014
48100,1,0.0082124
48890,1,0.00818814
48756,1,0.00819365
48760,1,0.00812461
47853,1,0.0084489
47855,1,0.00800673
47852,1,0.00832919
48310,1,0.00816142
48806,1,-0.00106978
48366,1,-0.00105601
48367,1,-0.00096788
47971,1,-0.00096788
47972,1,-0.00092697
47970,1,-0.00091438
48254,1,-0.00095414
48252,1,-0.00094101
48853,1,-0.00095282
47913,1,-0.00095062
47918,1,-0.00096427
47915,1,-0.00095517
48278,1,-0.00095959
48276,1,-0.00095735
48452,1,-0.00095959
48008,1,-0.000955
48013,1,-0.00095054
48010,1,-0.00094597
48017,1,-0.00093486
48014,1,-0.00093708
48295,1,-0.00091709
48293,1,-0.00091709
48443,1,-0.00089941
48018,1,-0.0008972
48020,1,-0.00087305
47858,1,-0.00087085
47863,1,-0.00084446
47860,1,-0.00084034
48027,1,-0.00081189
48024,1,-0.00081189
48908,1,-0.00077525
48567,1,-0.0007736
48569,1,-0.00073676
47864,1,-0.00073893
47869,1,-0.00069861
47866,1,-0.00069861
48781,1,-0.00065866
