ELEMENT,Surface,Cpv
4273,P,-13.89201408
4274,P,-15.07203072
4275,P,-14.64293376
4276,P,-12.76563456
4277,P,-12.81927168
4278,P,-12.71199744
4279,P,-12.76563456
4280,P,-13.08745728
4281,P,-12.71199744
4282,P,-53.63712
4283,P,-13.08745728
4284,P,-12.81927168
4285,P,-12.81927168
4286,P,-12.76563456
4287,P,-12.76563456
4288,P,-16.19841024
4289,P,-16.19841024
4290,P,-44.5188096
4291,P,-32.55773184
4292,P,-53.63712
4293,P,-51.38436096
4294,P,-32.55773184
4295,P,-16.19841024
4296,P,-12.71199744
4297,P,-12.71199744
4298,P,-12.71199744
4299,P,-12.71199744
4300,P,-32.02136064
4301,P,-32.55773184
4302,P,-32.55773184
4303,P,-16.19841024
4304,P,-16.19841024
4305,P,-12.71199744
4306,P,-12.71199744
4307,P,-16.25204736
4308,P,-15.07203072
4309,P,-16.25204736
4310,P,-15.07203072
4311,P,-15.66203904
4312,P,-15.66203904
4313,P,-14.64293376
4314,P,-14.64293376
4315,P,-13.40928
4316,P,-13.24836864
4317,P,-13.24836864
4318,P,-13.08745728
4319,P,-12.71199744
4320,P,-12.71199744
4321,P,-12.71199744
4322,P,-12.71199744
4323,P,-12.71199744
4324,P,-12.71199744
4325,P,-46.23519744
4326,P,-12.71199744
4327,P,-12.71199744
4328,P,-12.71199744
4329,P,-12.71199744
4330,P,-12.71199744
4331,P,-12.71199744
4332,P,-12.71199744
4333,P,-12.71199744
4334,P,-12.8729088
4335,P,-12.8729088
4336,P,-12.81927168
4337,P,-12.81927168
4338,P,-53.63712
4339,P,-51.38436096
4340,P,-12.71199744
4341,P,-12.71199744
4342,P,-12.71199744
4343,P,-12.71199744
4344,P,-12.71199744
4345,P,-12.71199744
4346,P,-12.71199744
4347,P,-12.71199744
4348,P,-14.64293376
4349,P,-14.64293376
4350,P,-35.1323136
4351,P,-12.71199744
4352,P,-12.71199744
4353,P,-12.71199744
4354,P,-12.71199744
4355,P,-12.71199744
4356,P,-12.71199744
4357,P,-12.71199744
4358,P,-12.71199744
4359,P,-12.71199744
4360,P,-12.71199744
4361,P,-12.71199744
4362,P,-12.71199744
4363,P,-12.71199744
4364,P,-21.40121088
4365,P,-20.06028288
4366,P,-18.88026624
4367,P,-18.88026624
4368,P,-21.40121088
4369,P,-22.95668736
4370,P,-12.71199744
4371,P,-12.71199744
4372,P,-12.71199744
4373,P,-12.71199744
4374,P,-12.71199744
4375,P,-12.71199744
4376,P,-12.71199744
4377,P,-12.81927168
4378,P,-12.76563456
4379,P,-12.8729088
4380,P,-12.76563456
4381,P,-51.38436096
4382,P,-12.81927168
4383,P,-12.76563456
4384,P,-12.81927168
4385,P,-12.81927168
4386,P,-17.00296704
4387,P,-16.25204736
4388,P,-17.00296704
4389,P,-15.66203904
4390,P,-16.25204736
4391,P,-16.25204736
4392,P,-17.00296704
4393,P,-20.06028288
4394,P,-12.76563456
4395,P,-12.76563456
4396,P,-12.71199744
4397,P,-12.71199744
4398,P,-12.71199744
4399,P,-53.63712
4400,P,-51.38436096
4401,P,-13.24836864
4402,P,-13.40928
4403,P,-13.40928
4404,P,-13.62382848
4405,P,-12.71199744
4406,P,-12.71199744
4407,P,-12.71199744
4408,P,-12.71199744
4409,P,-24.78034944
4410,P,-29.28586752
4411,P,-14.64293376
4412,P,-14.64293376
4413,P,-17.00296704
4414,P,-17.00296704
4415,P,-12.71199744
4416,P,-12.71199744
4417,P,-38.6187264
4418,P,-38.6187264
4419,P,-53.63712
4420,P,-51.38436096
4421,P,-53.63712
4422,P,-53.63712
4423,P,-22.95668736
4424,P,-18.88026624
4425,P,-22.95668736
4426,P,-20.06028288
4427,P,-53.63712
4428,P,-53.63712
4429,P,-12.71199744
4430,P,-12.71199744
4431,P,-12.71199744
4432,P,-12.71199744
4433,P,-12.71199744
4434,P,-12.71199744
4435,P,-12.71199744
4436,P,-12.71199744
4437,P,-12.76563456
4438,P,-12.76563456
4439,P,-12.81927168
4440,P,-12.71199744
4441,P,-12.71199744
4442,P,-12.71199744
4443,P,-12.71199744
4444,P,-12.71199744
4445,P,-12.71199744
4446,P,-12.71199744
4447,P,-12.71199744
4448,P,-12.81927168
4449,P,-12.81927168
4450,P,-38.6187264
4451,P,-12.81927168
4452,P,-12.81927168
4453,P,-12.98018304
4454,P,-22.95668736
4455,P,-26.87219712
4456,P,-38.6187264
4457,P,-42.31968768
4458,P,-32.02136064
4459,P,-32.02136064
4460,P,-32.02136064
4461,P,-26.87219712
4462,P,-12.8729088
4463,P,-12.81927168
4464,P,-12.81927168
4465,P,-12.76563456
4466,P,-12.71199744
4467,P,-12.71199744
4468,P,-12.71199744
4469,P,-12.71199744
4470,P,-22.95668736
4471,P,-21.40121088
4472,P,-12.76563456
4473,P,-12.76563456
4474,P,-12.71199744
4475,P,-12.71199744
4476,P,-18.88026624
4477,P,-17.00296704
4478,P,-17.00296704
4479,P,-15.66203904
4480,P,-12.71199744
4481,P,-13.24836864
4482,P,-13.24836864
4483,P,-12.98018304
4484,P,-12.98018304
4485,P,-12.81927168
4486,P,-12.81927168
4487,P,-12.71199744
4488,P,-16.25204736
4489,P,-15.66203904
4490,P,-53.63712
4491,P,-51.38436096
4492,P,-13.89201408
4493,P,-14.26747392
4494,P,-13.62382848
4495,P,-13.89201408
4496,P,-13.62382848
4497,P,-13.62382848
4498,P,-13.40928
4499,P,-13.40928
4500,P,-13.24836864
4501,P,-13.40928
4502,P,-32.55773184
4503,P,-16.19841024
4504,P,-51.38436096
4505,P,-49.82888448
4506,P,-12.76563456
4507,P,-12.76563456
4508,P,-12.8729088
4509,P,-12.8729088
4510,P,-12.81927168
4511,P,-12.8729088
4512,P,-12.8729088
4513,P,-12.98018304
4514,P,-13.24836864
4515,P,-13.24836864
4516,P,-13.08745728
4517,P,-12.98018304
4518,P,-12.71199744
4519,P,-12.71199744
4520,P,-12.71199744
4521,P,-12.71199744
4522,P,-21.40121088
4523,P,-20.06028288
4524,P,-24.78034944
4525,P,-21.40121088
4526,P,-51.38436096
4527,P,-53.63712
4528,P,-14.26747392
4529,P,-14.64293376
4530,P,-13.89201408
4531,P,-14.26747392
4532,P,-12.98018304
4533,P,-12.98018304
4534,P,-13.08745728
4535,P,-13.08745728
4536,P,-49.82888448
4537,P,-46.23519744
4538,P,-12.71199744
4539,P,-12.71199744
4540,P,-12.71199744
4541,P,-12.71199744
4542,P,-15.66203904
4543,P,-12.8729088
4544,P,-12.8729088
4545,P,-49.82888448
4546,P,-42.31968768
4547,P,-12.71199744
4548,P,-12.71199744
4549,P,-12.71199744
4550,P,-12.71199744
4551,P,-20.06028288
4552,P,-20.06028288
4553,P,-24.78034944
4554,P,-51.38436096
4555,P,-51.38436096
4556,P,-52.67165184
4557,P,-49.82888448
4558,P,-12.71199744
4559,P,-12.71199744
4560,P,-12.76563456
4561,P,-12.76563456
4562,P,-12.98018304
4563,P,-12.98018304
4564,P,-13.08745728
4565,P,-13.24836864
4566,P,-13.24836864
4567,P,-13.08745728
4568,P,-13.08745728
4569,P,-12.76563456
4570,P,-12.71199744
4571,P,-14.64293376
4572,P,-14.64293376
4573,P,-15.66203904
4574,P,-15.66203904
4575,P,-46.23519744
4576,P,-42.31968768
4577,P,-17.86116096
4578,P,-17.86116096
4579,P,-20.06028288
4580,P,-12.71199744
4581,P,-12.71199744
4582,P,-12.76563456
4583,P,-12.76563456
4584,P,-12.71199744
4585,P,-12.71199744
4586,P,-13.08745728
4587,P,-12.98018304
4588,P,-13.24836864
4589,P,-13.24836864
4590,P,-13.40928
4591,P,-13.40928
4592,P,-51.38436096
4593,P,-51.38436096
4594,P,-53.63712
4595,P,-53.63712
4596,P,-51.38436096
4597,P,-53.63712
4598,P,-13.08745728
4599,P,-13.08745728
4600,P,-12.98018304
4601,P,-12.98018304
4602,P,-12.81927168
4603,P,-12.98018304
4604,P,-12.8729088
4605,P,-12.98018304
4606,P,-14.64293376
4607,P,-15.07203072
4608,P,-15.66203904
4609,P,-16.25204736
4610,P,-53.63712
4611,P,-53.63712
4612,P,-22.95668736
4613,P,-44.5188096
4614,P,-16.19841024
4615,P,-16.19841024
4616,P,-53.63712
4617,P,-53.63712
4618,P,-53.63712
4619,P,-53.63712
4620,P,-13.40928
4621,P,-13.62382848
4622,P,-13.62382848
4623,P,-13.62382848
4624,P,-16.19841024
4625,P,-16.19841024
4626,P,-44.5188096
4627,P,-12.71199744
4628,P,-12.71199744
4629,P,-12.71199744
4630,P,-12.71199744
4631,P,-12.71199744
4632,P,-12.71199744
4633,P,-13.89201408
4634,P,-16.19841024
4635,P,-14.64293376
4636,P,-14.26747392
4637,P,-13.89201408
4638,P,-13.62382848
4639,P,-38.6187264
4640,P,-13.89201408
4641,P,-13.89201408
4642,P,-14.26747392
4643,P,-14.26747392
4644,P,-12.71199744
4645,P,-12.71199744
4646,P,-12.71199744
4647,P,-12.71199744
4648,P,-13.89201408
4649,P,-13.62382848
4650,P,-14.26747392
4651,P,-13.89201408
4652,P,-12.71199744
4653,P,-12.71199744
4654,P,-13.40928
4655,P,-13.40928
4656,P,-13.89201408
4657,P,-13.89201408
4658,P,-12.71199744
4659,P,-12.71199744
4660,P,-13.08745728
4661,P,-13.08745728
4662,P,-13.24836864
4663,P,-13.40928
4664,P,-12.71199744
4665,P,-12.71199744
4666,P,-12.81927168
4667,P,-12.76563456
4668,P,-12.76563456
4669,P,-12.76563456
4670,P,-51.38436096
4671,P,-51.38436096
4672,P,-12.71199744
4673,P,-12.71199744
4674,P,-12.71199744
4675,P,-12.71199744
4676,P,-29.28586752
4677,P,-35.1323136
4678,P,-16.19841024
4679,P,-24.78034944
4680,P,-21.40121088
4681,P,-22.95668736
4682,P,-20.06028288
4683,P,-13.08745728
4684,P,-12.98018304
4685,P,-12.8729088
4686,P,-12.8729088
4687,P,-16.19841024
4688,P,-16.19841024
4689,P,-44.5188096
4690,P,-38.6187264
4691,P,-42.31968768
4692,P,-52.67165184
4693,P,-13.62382848
4694,P,-13.62382848
4695,P,-14.26747392
4696,P,-13.89201408
4697,P,-12.76563456
4698,P,-29.28586752
4699,P,-12.71199744
4700,P,-12.71199744
4701,P,-12.71199744
4702,P,-12.71199744
4703,P,-16.19841024
4704,P,-16.19841024
4705,P,-44.5188096
4706,P,-32.55773184
4707,P,-12.81927168
4708,P,-12.8729088
4709,P,-51.38436096
4710,P,-51.38436096
4711,P,-53.63712
4712,P,-52.67165184
4713,P,-22.95668736
4714,P,-22.95668736
4715,P,-21.40121088
4716,P,-12.71199744
4717,P,-12.71199744
4718,P,-12.71199744
4719,P,-12.71199744
4720,P,-13.40928
4721,P,-13.40928
4722,P,-13.62382848
4723,P,-13.89201408
4724,P,-32.55773184
4725,P,-44.5188096
4726,P,-51.38436096
4727,P,-53.63712
4728,P,-12.71199744
4729,P,-12.71199744
4730,P,-12.71199744
4731,P,-12.71199744
4732,P,-17.86116096
4733,P,-17.00296704
4734,P,-18.88026624
4735,P,-17.86116096
4736,P,-32.55773184
4737,P,-44.5188096
4738,P,-13.24836864
4739,P,-13.40928
4740,P,-13.40928
4741,P,-13.62382848
4742,P,-53.63712
4743,P,-53.63712
4744,P,-12.71199744
4745,P,-12.71199744
4746,P,-12.71199744
4747,P,-12.71199744
4748,P,-12.81927168
4749,P,-12.8729088
4750,P,-12.8729088
4751,P,-12.98018304
4752,P,-12.71199744
4753,P,-12.71199744
4754,P,-12.76563456
4755,P,-12.81927168
4756,P,-32.55773184
4757,P,-16.19841024
4758,P,-16.19841024
4759,P,-17.00296704
4760,P,-16.25204736
4761,P,-49.82888448
4762,P,-52.67165184
4763,P,-53.63712
4764,P,-51.38436096
4765,P,-32.02136064
4766,P,-12.71199744
4767,P,-12.71199744
4768,P,-12.71199744
4769,P,-12.71199744
4770,P,-53.63712
4771,P,-52.67165184
4772,P,-44.5188096
4773,P,-51.38436096
4774,P,-49.82888448
4775,P,-53.63712
4776,P,-49.82888448
4777,P,-53.63712
4778,P,-53.63712
4779,P,-51.38436096
4780,P,-16.19841024
4781,P,-44.5188096
4782,P,-16.19841024
4783,P,-22.95668736
4784,P,-21.40121088
4785,P,-20.06028288
4786,P,-14.64293376
4787,P,-14.64293376
4788,P,-15.66203904
4789,P,-15.07203072
4790,P,-29.28586752
4791,P,-24.78034944
4792,P,-26.87219712
4793,P,-24.78034944
4794,P,-12.76563456
4795,P,-12.81927168
4796,P,-12.8729088
4797,P,-12.8729088
4798,P,-12.81927168
4799,P,-12.98018304
4800,P,-12.81927168
4801,P,-12.8729088
4802,P,-16.19841024
4803,P,-44.5188096
4804,P,-51.38436096
4805,P,-51.38436096
4806,P,-12.71199744
4807,P,-12.71199744
4808,P,-12.71199744
4809,P,-12.71199744
4810,P,-52.67165184
4811,P,-13.08745728
4812,P,-12.98018304
4813,P,-13.89201408
4814,P,-13.62382848
4815,P,-12.71199744
4816,P,-12.71199744
4817,P,-12.71199744
4818,P,-12.71199744
4819,P,-12.71199744
4820,P,-51.38436096
4821,P,-51.38436096
4822,P,-52.67165184
4823,P,-52.67165184
4824,P,-44.5188096
4825,P,-16.19841024
4826,P,-44.5188096
4827,P,-32.55773184
4828,P,-12.76563456
4829,P,-12.81927168
4830,P,-12.71199744
4831,P,-12.76563456
4832,P,-29.28586752
4833,P,-26.87219712
4834,P,-35.1323136
4835,P,-32.02136064
4836,P,-49.82888448
4837,P,-49.82888448
4838,P,-51.38436096
4839,P,-51.38436096
4840,P,-44.5188096
4841,P,-16.19841024
4842,P,-13.24836864
4843,P,-13.24836864
4844,P,-13.40928
4845,P,-13.40928
4846,P,-13.24836864
4847,P,-13.40928
4848,P,-13.08745728
4849,P,-13.24836864
4850,P,-32.55773184
4851,P,-32.55773184
4852,P,-51.38436096
4853,P,-44.5188096
4854,P,-51.38436096
4855,P,-16.19841024
4856,P,-16.19841024
4857,P,-42.31968768
4858,P,-12.76563456
4859,P,-12.76563456
4860,P,-16.19841024
4861,P,-14.26747392
4862,P,-14.26747392
4863,P,-14.64293376
4864,P,-14.64293376
4865,P,-38.6187264
4866,P,-15.66203904
4867,P,-16.25204736
4868,P,-15.66203904
4869,P,-15.66203904
4870,P,-12.71199744
4871,P,-12.71199744
4872,P,-12.71199744
4873,P,-12.71199744
4874,P,-12.8729088
4875,P,-12.81927168
4876,P,-12.98018304
4877,P,-12.8729088
4878,P,-16.19841024
4879,P,-16.19841024
4880,P,-44.5188096
4881,P,-32.55773184
4882,P,-13.08745728
4883,P,-13.24836864
4884,P,-35.1323136
4885,P,-38.6187264
4886,P,-12.8729088
4887,P,-12.8729088
4888,P,-12.76563456
4889,P,-12.81927168
4890,P,-26.87219712
4891,P,-29.28586752
4892,P,-32.02136064
4893,P,-32.02136064
4894,P,-22.95668736
4895,P,-20.06028288
4896,P,-42.31968768
4897,P,-32.02136064
4898,P,-24.78034944
4899,P,-13.08745728
4900,P,-13.24836864
4901,P,-44.5188096
4902,P,-16.19841024
4903,P,-16.19841024
4904,P,-14.64293376
4905,P,-14.64293376
4906,P,-16.25204736
4907,P,-15.66203904
4908,P,-12.81927168
4909,P,-12.81927168
4910,P,-52.67165184
4911,P,-52.67165184
4912,P,-51.38436096
4913,P,-51.38436096
4914,P,-13.89201408
4915,P,-13.89201408
4916,P,-14.26747392
4917,P,-14.64293376
4918,P,-13.89201408
4919,P,-14.26747392
4920,P,-16.19841024
4921,P,-12.76563456
4922,P,-12.76563456
4923,P,-12.81927168
4924,P,-12.8729088
4925,P,-12.71199744
4926,P,-12.71199744
4927,P,-35.1323136
4928,P,-35.1323136
4929,P,-32.02136064
4930,P,-32.02136064
4931,P,-12.71199744
4932,P,-12.71199744
4933,P,-12.71199744
4934,P,-12.71199744
4935,P,-46.23519744
4936,P,-32.55773184
4937,P,-32.55773184
4938,P,-32.02136064
4939,P,-12.8729088
4940,P,-12.81927168
4941,P,-44.5188096
4942,P,-44.5188096
4943,P,-53.63712
4944,P,-51.38436096
4945,P,-16.19841024
4946,P,-16.19841024
4947,P,-12.76563456
4948,P,-12.71199744
4949,P,-12.76563456
4950,P,-12.71199744
4951,P,-35.1323136
4952,P,-32.02136064
4953,P,-26.87219712
4954,P,-53.63712
4955,P,-52.67165184
4956,P,-53.63712
4957,P,-52.67165184
4958,P,-38.6187264
4959,P,-35.1323136
4960,P,-32.02136064
4961,P,-29.28586752
4962,P,-14.26747392
4963,P,-14.26747392
4964,P,-13.89201408
4965,P,-14.26747392
4966,P,-16.19841024
4967,P,-16.19841024
4968,P,-16.19841024
4969,P,-16.19841024
4970,P,-12.71199744
4971,P,-12.71199744
4972,P,-12.76563456
4973,P,-12.76563456
4974,P,-16.19841024
4975,P,-16.19841024
4976,P,-32.55773184
4977,P,-44.5188096
4978,P,-16.19841024
4979,P,-32.55773184
4980,P,-12.76563456
4981,P,-12.76563456
4982,P,-12.71199744
4983,P,-44.5188096
4984,P,-32.55773184
4985,P,-44.5188096
4986,P,-16.19841024
4987,P,-13.08745728
4988,P,-13.08745728
4989,P,-32.55773184
4990,P,-44.5188096
4991,P,-16.19841024
4992,P,-44.5188096
4993,P,-32.55773184
4994,P,-44.5188096
4995,P,-16.19841024
4996,P,-44.5188096
4997,P,-12.71199744
4998,P,-12.71199744
4999,P,-12.71199744
5000,P,-32.55773184
5001,P,-44.5188096
5002,P,-16.19841024
5003,P,-44.5188096
5004,P,-32.55773184
5005,P,-44.5188096
5006,P,-16.19841024
5007,P,-44.5188096
5008,P,-12.71199744
5009,P,-12.71199744
5010,P,-12.71199744
5011,P,-12.71199744
5012,P,-16.19841024
5013,P,-32.55773184
5014,P,-12.71199744
5015,P,-12.71199744
5016,P,-12.71199744
5017,P,-12.71199744
5018,P,-16.19841024
5019,P,-42.31968768
5020,P,-35.1323136
5021,P,-35.1323136
5022,P,-32.02136064
5023,P,-49.82888448
5024,P,-52.67165184
5025,P,-46.23519744
5026,P,-52.67165184
5027,P,-29.28586752
5028,P,-32.02136064
5029,P,-18.88026624
5030,P,-17.00296704
5031,P,-13.08745728
5032,P,-13.24836864
5033,P,-13.08745728
5034,P,-13.24836864
5035,P,-16.19841024
5036,P,-32.55773184
5037,P,-32.55773184
5038,P,-16.19841024
5039,P,-32.55773184
5040,P,-32.55773184
5041,P,-16.19841024
5042,P,-12.81927168
5043,P,-12.76563456
5044,P,-51.38436096
5045,P,-53.63712
5046,P,-15.07203072
5047,P,-15.07203072
5048,P,-42.31968768
5049,P,-24.78034944
5050,P,-29.28586752
5051,P,-32.02136064
5052,P,-32.55773184
5053,P,-32.55773184
5054,P,-16.19841024
5055,P,-51.38436096
5056,P,-26.87219712
5057,P,-12.81927168
5058,P,-12.76563456
5059,P,-12.81927168
5060,P,-22.95668736
5061,P,-29.28586752
5062,P,-26.87219712
5063,P,-13.40928
5064,P,-51.38436096
5065,P,-51.38436096
5066,P,-35.1323136
5067,P,-22.95668736
5068,P,-51.38436096
5069,P,-51.38436096
5070,P,-22.95668736
5071,P,-22.95668736
5072,P,-12.8729088
5073,P,-12.98018304
5074,P,-12.98018304
5075,P,-16.25204736
5076,P,-16.25204736
5077,P,-18.88026624
5078,P,-21.40121088
5079,P,-20.06028288
5080,P,-12.81927168
5081,P,-12.76563456
5082,P,-29.28586752
5083,P,-26.87219712
5084,P,-16.19841024
5085,P,-16.19841024
5086,P,-44.5188096
5087,P,-51.38436096
5088,P,-15.66203904
5089,P,-32.55773184
5090,P,-44.5188096
5091,P,-16.19841024
5092,P,-15.66203904
5093,P,-15.07203072
5094,P,-15.07203072
5095,P,-32.02136064
5096,P,-29.28586752
5097,P,-44.5188096
5098,P,-51.38436096
5099,P,-16.19841024
5100,P,-16.19841024
5101,P,-20.06028288
5102,P,-16.19841024
5103,P,-16.19841024
5104,P,-51.38436096
5105,P,-51.38436096
5106,P,-17.86116096
5107,P,-20.06028288
5108,P,-17.00296704
5109,P,-42.31968768
5110,P,-42.31968768
5111,P,-20.06028288
5112,P,-16.19841024
5113,P,-32.55773184
5114,P,-51.38436096
5115,P,-51.38436096
5116,P,-16.25204736
5117,P,-16.25204736
5118,P,-13.40928
5119,P,-13.40928
5120,P,-13.24836864
5121,P,-18.88026624
5122,P,-20.06028288
5123,P,-18.88026624
5124,P,-35.1323136
5125,P,-38.6187264
5126,P,-12.81927168
5127,P,-12.76563456
5128,P,-12.76563456
5129,P,-49.82888448
5130,P,-46.23519744
5131,P,-14.26747392
5132,P,-14.64293376
5133,P,-15.07203072
5134,P,-13.62382848
5135,P,-12.76563456
5136,P,-12.76563456
5137,P,-16.19841024
5138,P,-16.19841024
5139,P,-51.38436096
5140,P,-44.5188096
5141,P,-13.24836864
5142,P,-29.28586752
5143,P,-12.8729088
5144,P,-12.8729088
5145,P,-35.1323136
5146,P,-38.6187264
5147,P,-29.28586752
5148,P,-32.02136064
5149,P,-35.1323136
5150,P,-32.02136064
5151,P,-53.63712
5152,P,-20.06028288
5153,P,-21.40121088
5154,P,-20.06028288
5155,P,-17.00296704
5156,P,-17.86116096
5157,P,-21.40121088
5158,P,-24.78034944
5159,P,-12.71199744
5160,P,-12.71199744
5161,P,-12.71199744
5162,P,-12.71199744
5163,P,-13.40928
5164,P,-13.24836864
5165,P,-13.08745728
5166,P,-13.08745728
5167,P,-26.87219712
5168,P,-12.71199744
5169,P,-12.71199744
5170,P,-26.87219712
5171,P,-14.26747392
5172,P,-14.26747392
5173,P,-14.64293376
5174,P,-42.31968768
5175,P,-32.55773184
5176,P,-44.5188096
5177,P,-13.62382848
5178,P,-46.23519744
5179,P,-38.6187264
5180,P,-13.24836864
5181,P,-51.38436096
5182,P,-12.8729088
5183,P,-12.8729088
5184,P,-12.98018304
5185,P,-12.98018304
5186,P,-32.02136064
5187,P,-32.02136064
5188,P,-13.08745728
5189,P,-13.08745728
5190,P,-13.24836864
5191,P,-13.24836864
5192,P,-13.08745728
5193,P,-13.08745728
5194,P,-20.06028288
5195,P,-17.86116096
5196,P,-17.00296704
5197,P,-35.1323136
5198,P,-29.28586752
5199,P,-29.28586752
5200,P,-38.6187264
5201,P,-18.88026624
5202,P,-13.89201408
5203,P,-14.26747392
5204,P,-14.64293376
5205,P,-12.71199744
5206,P,-20.06028288
5207,P,-22.95668736
5208,P,-38.6187264
5209,P,-13.40928
5210,P,-13.89201408
5211,P,-13.89201408
5212,P,-49.82888448
5213,P,-52.67165184
5214,P,-12.71199744
5215,P,-12.71199744
5216,P,-20.06028288
5217,P,-22.95668736
5218,P,-12.71199744
5219,P,-12.71199744
5220,P,-12.71199744
5221,P,-14.64293376
5222,P,-15.07203072
5223,P,-12.81927168
5224,P,-12.8729088
5225,P,-12.8729088
5226,P,-12.76563456
5227,P,-12.76563456
5228,P,-12.71199744
5229,P,-12.76563456
5230,P,-12.71199744
5231,P,-12.71199744
5232,P,-12.71199744
5233,P,-49.82888448
5234,P,-52.67165184
5235,P,-12.8729088
5236,P,-12.8729088
5237,P,-12.81927168
5238,P,-17.86116096
5239,P,-18.88026624
5240,P,-18.88026624
5241,P,-12.71199744
5242,P,-12.71199744
5243,P,-12.71199744
5244,P,-12.71199744
5245,P,-12.76563456
5246,P,-12.76563456
5247,P,-26.87219712
5248,P,-29.28586752
5249,P,-17.86116096
5250,P,-18.88026624
5251,P,-20.06028288
5252,P,-22.95668736
5253,P,-21.40121088
5254,P,-24.78034944
5255,P,-12.8729088
5256,P,-12.81927168
5257,P,-12.81927168
5258,P,-12.81927168
5259,P,-32.02136064
5260,P,-29.28586752
5261,P,-12.71199744
5262,P,-12.71199744
5263,P,-12.98018304
5264,P,-12.98018304
5265,P,-12.8729088
5266,P,-12.81927168
5267,P,-49.82888448
5268,P,-35.1323136
5269,P,-20.06028288
5270,P,-18.88026624
5271,P,-17.86116096
5272,P,-17.00296704
5273,P,-38.6187264
5274,P,-42.31968768
5275,P,-17.00296704
5276,P,-42.31968768
5277,P,-46.23519744
5278,P,-38.6187264
5279,P,-42.31968768
5280,P,-32.02136064
5281,P,-29.28586752
5282,P,-13.40928
5283,P,-13.40928
5284,P,-13.24836864
5285,P,-13.08745728
5286,P,-42.31968768
5287,P,-42.31968768
5288,P,-52.67165184
5289,P,-49.82888448
5290,P,-44.5188096
5291,P,-16.19841024
5292,P,-51.38436096
5293,P,-32.55773184
5294,P,-32.55773184
5295,P,-14.26747392
5296,P,-14.64293376
5297,P,-12.81927168
5298,P,-20.06028288
5299,P,-20.06028288
5300,P,-22.95668736
5301,P,-22.95668736
5302,P,-13.08745728
5303,P,-13.24836864
5304,P,-12.98018304
5305,P,-13.08745728
5306,P,-22.95668736
5307,P,-20.06028288
5308,P,-20.06028288
5309,P,-18.88026624
5310,P,-16.25204736
5311,P,-17.00296704
5312,P,-12.81927168
5313,P,-12.81927168
5314,P,-12.8729088
5315,P,-12.98018304
5316,P,-12.76563456
5317,P,-12.76563456
5318,P,-12.71199744
5319,P,-12.71199744
5320,P,-15.66203904
5321,P,-15.07203072
5322,P,-15.07203072
5323,P,-14.64293376
5324,P,-26.87219712
5325,P,-26.87219712
5326,P,-35.1323136
5327,P,-24.78034944
5328,P,-42.31968768
5329,P,-38.6187264
5330,P,-49.82888448
5331,P,-44.5188096
5332,P,-16.19841024
5333,P,-16.19841024
5334,P,-13.40928
5335,P,-13.08745728
5336,P,-21.40121088
5337,P,-20.06028288
5338,P,-21.40121088
5339,P,-12.71199744
5340,P,-12.71199744
5341,P,-12.71199744
5342,P,-35.1323136
5343,P,-35.1323136
5344,P,-26.87219712
5345,P,-21.40121088
5346,P,-13.08745728
5347,P,-13.24836864
5348,P,-12.98018304
5349,P,-12.98018304
5350,P,-13.24836864
5351,P,-13.40928
5352,P,-13.08745728
5353,P,-13.24836864
5354,P,-38.6187264
5355,P,-32.02136064
5356,P,-29.28586752
5357,P,-12.71199744
5358,P,-12.71199744
5359,P,-12.71199744
5360,P,-32.55773184
5361,P,-32.55773184
5362,P,-51.38436096
5363,P,-51.38436096
5364,P,-32.02136064
5365,P,-15.07203072
5366,P,-15.66203904
5367,P,-16.25204736
5368,P,-46.23519744
5369,P,-42.31968768
5370,P,-12.71199744
5371,P,-12.71199744
5372,P,-12.71199744
5373,P,-12.71199744
5374,P,-18.88026624
5375,P,-29.28586752
5376,P,-20.06028288
5377,P,-21.40121088
5378,P,-17.86116096
5379,P,-17.86116096
5380,P,-24.78034944
5381,P,-24.78034944
5382,P,-32.02136064
5383,P,-13.40928
5384,P,-13.62382848
5385,P,-32.55773184
5386,P,-44.5188096
5387,P,-16.25204736
5388,P,-16.25204736
5389,P,-17.86116096
5390,P,-17.86116096
5391,P,-51.38436096
5392,P,-53.63712
5393,P,-52.67165184
5394,P,-49.82888448
5395,P,-18.88026624
5396,P,-17.00296704
5397,P,-17.86116096
5398,P,-20.06028288
5399,P,-21.40121088
5400,P,-21.40121088
5401,P,-22.95668736
5402,P,-13.40928
5403,P,-13.40928
5404,P,-17.00296704
5405,P,-17.00296704
5406,P,-13.40928
5407,P,-13.62382848
5408,P,-13.62382848
5409,P,-13.89201408
5410,P,-13.89201408
5411,P,-14.26747392
5412,P,-13.62382848
5413,P,-13.89201408
5414,P,-12.71199744
5415,P,-12.71199744
5416,P,-12.71199744
5417,P,-12.71199744
5418,P,-32.02136064
5419,P,-29.28586752
5420,P,-49.82888448
5421,P,-52.67165184
5422,P,-32.02136064
5423,P,-18.88026624
5424,P,-20.06028288
5425,P,-20.06028288
5426,P,-32.02136064
5427,P,-13.08745728
5428,P,-13.08745728
5429,P,-12.98018304
5430,P,-12.98018304
5431,P,-32.02136064
5432,P,-22.95668736
5433,P,-24.78034944
5434,P,-22.95668736
5435,P,-24.78034944
5436,P,-17.00296704
5437,P,-17.86116096
5438,P,-44.5188096
5439,P,-32.55773184
5440,P,-44.5188096
5441,P,-16.19841024
5442,P,-42.31968768
