ELEMENT,Surface,Cpv
9993,P,47.52248832
9994,P,52.24255488
9995,P,68.1191424
9996,P,67.52913408
9997,P,68.1191424
9998,P,68.1191424
9999,P,70.47917568
10000,P,70.10371584
10001,P,70.85463552
10002,P,70.47917568
10003,P,70.10371584
10004,P,70.10371584
10005,P,69.1918848
10006,P,70.47917568
10007,P,70.10371584
10008,P,71.55191808
10009,P,41.40785664
10010,P,41.40785664
10011,P,40.4960256
10012,P,40.4960256
10013,P,40.4960256
10014,P,39.63783168
10015,P,40.4960256
10016,P,43.01697024
10017,P,41.40785664
10018,P,43.01697024
10019,P,41.40785664
10020,P,67.52913408
10021,P,68.1191424
10022,P,47.52248832
10023,P,47.52248832
10024,P,52.24255488
10025,P,66.88548864
10026,P,66.18820608
10027,P,66.18820608
10028,P,65.49092352
10029,P,75.46742784
10030,P,75.14560512
10031,P,52.24255488
10032,P,52.24255488
10033,P,52.24255488
10034,P,71.8737408
10035,P,71.8737408
10036,P,72.410112
10037,P,21.1866624
10038,P,21.1866624
10039,P,75.46742784
10040,P,21.1866624
10041,P,72.1419264
10042,P,72.1419264
10043,P,21.1866624
10044,P,37.59962112
10045,P,50.57980416
10046,P,66.88548864
10047,P,66.18820608
10048,P,66.18820608
10049,P,41.40785664
10050,P,40.4960256
10051,P,41.40785664
10052,P,41.40785664
10053,P,75.73561344
10054,P,74.93105664
10055,P,70.74736128
10056,P,72.1419264
10057,P,72.6782976
10058,P,66.88548864
10059,P,66.88548864
10060,P,40.4960256
10061,P,38.67236352
10062,P,39.63783168
10063,P,64.68636672
10064,P,63.88180992
10065,P,63.88180992
10066,P,66.18820608
10067,P,66.88548864
10068,P,66.18820608
10069,P,71.55191808
10070,P,71.23009536
10071,P,71.8737408
10072,P,71.8737408
10073,P,70.10371584
10074,P,70.85463552
10075,P,70.47917568
10076,P,66.18820608
10077,P,66.88548864
10078,P,66.18820608
10079,P,53.79803136
10080,P,52.99347456
10081,P,69.67461888
10082,P,69.67461888
10083,P,69.1918848
10084,P,35.56141056
10085,P,36.63415296
10086,P,73.53649152
10087,P,73.85831424
10088,P,73.85831424
10089,P,74.12649984
10090,P,33.30865152
10091,P,34.43503104
10092,P,33.30865152
10093,P,37.65325824
10094,P,38.67236352
10095,P,39.63783168
10096,P,38.67236352
10097,P,38.67236352
10098,P,37.65325824
10099,P,38.67236352
10100,P,38.67236352
10101,P,39.63783168
10102,P,39.63783168
10103,P,40.4960256
10104,P,37.65325824
10105,P,37.65325824
10106,P,36.63415296
10107,P,36.63415296
10108,P,36.63415296
10109,P,35.56141056
10110,P,37.65325824
10111,P,38.67236352
10112,P,37.65325824
10113,P,38.67236352
10114,P,73.85831424
10115,P,73.53649152
10116,P,67.52913408
10117,P,66.88548864
10118,P,68.1191424
10119,P,68.1191424
10120,P,73.37558016
10121,P,74.93105664
10122,P,70.74736128
10123,P,70.47917568
10124,P,70.47917568
10125,P,69.67461888
10126,P,69.67461888
10127,P,41.40785664
10128,P,40.4960256
10129,P,52.24255488
10130,P,52.24255488
10131,P,52.99347456
10132,P,52.99347456
10133,P,75.73561344
10134,P,74.93105664
10135,P,73.37558016
10136,P,66.18820608
10137,P,66.88548864
10138,P,66.18820608
10139,P,40.4960256
10140,P,74.12649984
10141,P,74.44832256
10142,P,69.1918848
10143,P,69.67461888
10144,P,69.1918848
10145,P,70.10371584
10146,P,39.63783168
10147,P,38.67236352
10148,P,39.63783168
10149,P,38.67236352
10150,P,35.56141056
10151,P,35.56141056
10152,P,37.65325824
10153,P,73.00012032
10154,P,75.46742784
10155,P,35.56141056
10156,P,36.63415296
10157,P,36.63415296
10158,P,36.63415296
10159,P,35.56141056
10160,P,35.56141056
10161,P,37.65325824
10162,P,37.65325824
10163,P,35.56141056
10164,P,36.63415296
10165,P,76.00379904
10166,P,70.74736128
10167,P,73.37558016
10168,P,70.74736128
10169,P,70.74736128
10170,P,70.74736128
10171,P,70.74736128
10172,P,70.74736128
10173,P,70.74736128
10174,P,73.37558016
10175,P,74.44832256
10176,P,36.63415296
10177,P,36.63415296
10178,P,36.63415296
10179,P,35.56141056
10180,P,76.11107328
10181,P,76.11107328
10182,P,68.70915072
10183,P,69.1918848
10184,P,67.52913408
10185,P,66.88548864
10186,P,67.52913408
10187,P,67.52913408
10188,P,70.74736128
10189,P,73.37558016
10190,P,52.24255488
10191,P,52.99347456
10192,P,52.24255488
10193,P,52.99347456
10194,P,67.52913408
10195,P,66.88548864
10196,P,75.78925056
10197,P,75.14560512
10198,P,72.410112
10199,P,72.6782976
10200,P,72.6782976
10201,P,72.6782976
10202,P,36.63415296
10203,P,36.63415296
10204,P,72.6782976
10205,P,72.6782976
10206,P,73.26830592
10207,P,73.26830592
10208,P,52.99347456
10209,P,52.99347456
10210,P,35.56141056
10211,P,35.56141056
10212,P,43.01697024
10213,P,47.52248832
10214,P,47.52248832
10215,P,47.52248832
10216,P,71.8737408
10217,P,71.8737408
10218,P,73.37558016
10219,P,67.52913408
10220,P,67.52913408
10221,P,67.52913408
10222,P,71.23009536
10223,P,70.85463552
10224,P,70.85463552
10225,P,70.47917568
10226,P,71.23009536
10227,P,71.23009536
10228,P,71.8737408
10229,P,72.1419264
10230,P,68.1191424
10231,P,66.88548864
10232,P,66.88548864
10233,P,52.24255488
10234,P,52.24255488
10235,P,47.52248832
10236,P,47.52248832
10237,P,66.88548864
10238,P,66.88548864
10239,P,66.18820608
10240,P,66.18820608
10241,P,66.18820608
10242,P,66.18820608
10243,P,76.1647104
10244,P,76.11107328
10245,P,43.01697024
10246,P,65.49092352
10247,P,68.70915072
10248,P,68.70915072
10249,P,36.63415296
10250,P,36.63415296
10251,P,37.65325824
10252,P,35.56141056
10253,P,52.99347456
10254,P,52.99347456
10255,P,52.99347456
10256,P,52.99347456
10257,P,70.10371584
10258,P,70.10371584
10259,P,70.85463552
10260,P,52.24255488
10261,P,52.99347456
10262,P,66.5100288
10263,P,60.01993728
10264,P,47.52248832
10265,P,74.93105664
10266,P,75.46742784
10267,P,36.63415296
10268,P,36.63415296
10269,P,35.56141056
10270,P,52.24255488
10271,P,52.99347456
10272,P,52.99347456
10273,P,68.1191424
10274,P,68.1191424
10275,P,67.52913408
10276,P,67.52913408
10277,P,68.70915072
10278,P,69.1918848
10279,P,68.70915072
10280,P,69.1918848
10281,P,67.52913408
10282,P,66.88548864
10283,P,67.52913408
10284,P,66.88548864
10285,P,52.24255488
10286,P,52.24255488
10287,P,76.1647104
10288,P,52.24255488
10289,P,47.52248832
10290,P,43.01697024
10291,P,43.01697024
10292,P,47.52248832
10293,P,47.52248832
10294,P,52.99347456
10295,P,52.24255488
10296,P,52.99347456
10297,P,52.24255488
10298,P,70.74736128
10299,P,39.63783168
10300,P,39.63783168
10301,P,38.67236352
10302,P,38.67236352
10303,P,38.67236352
10304,P,38.67236352
10305,P,37.65325824
10306,P,38.67236352
10307,P,38.67236352
10308,P,39.63783168
10309,P,39.63783168
10310,P,40.4960256
10311,P,70.74736128
10312,P,66.5100288
10313,P,50.57980416
10314,P,70.74736128
10315,P,70.74736128
10316,P,66.5100288
10317,P,60.01993728
10318,P,50.57980416
10319,P,74.8237824
10320,P,74.44832256
10321,P,74.12649984
10322,P,73.85831424
10323,P,75.73561344
10324,P,73.37558016
10325,P,43.01697024
10326,P,43.01697024
10327,P,71.55191808
10328,P,71.8737408
10329,P,71.23009536
10330,P,71.23009536
10331,P,71.55191808
10332,P,71.23009536
10333,P,70.85463552
10334,P,71.8737408
10335,P,72.410112
10336,P,72.1419264
10337,P,72.410112
10338,P,35.56141056
10339,P,35.56141056
10340,P,34.43503104
10341,P,34.43503104
10342,P,35.56141056
10343,P,35.56141056
10344,P,37.65325824
10345,P,37.65325824
10346,P,36.63415296
10347,P,71.8737408
10348,P,71.55191808
10349,P,72.1419264
10350,P,71.8737408
10351,P,70.85463552
10352,P,70.85463552
10353,P,70.47917568
10354,P,39.63783168
10355,P,40.4960256
10356,P,37.65325824
10357,P,36.63415296
10358,P,37.65325824
10359,P,69.67461888
10360,P,69.1918848
10361,P,70.10371584
10362,P,70.10371584
10363,P,69.67461888
10364,P,69.1918848
10365,P,69.1918848
10366,P,69.1918848
10367,P,70.47917568
10368,P,70.10371584
10369,P,70.85463552
10370,P,70.47917568
10371,P,74.8237824
10372,P,72.6782976
10373,P,73.37558016
10374,P,75.73561344
10375,P,37.65325824
10376,P,37.65325824
10377,P,38.67236352
10378,P,38.67236352
10379,P,40.4960256
10380,P,40.4960256
10381,P,41.40785664
10382,P,41.40785664
10383,P,41.40785664
10384,P,43.01697024
10385,P,41.40785664
10386,P,41.40785664
10387,P,36.63415296
10388,P,35.56141056
10389,P,34.43503104
10390,P,35.56141056
10391,P,35.56141056
10392,P,35.56141056
10393,P,39.63783168
10394,P,40.4960256
10395,P,39.63783168
10396,P,40.4960256
10397,P,37.65325824
10398,P,36.63415296
10399,P,37.65325824
10400,P,35.56141056
10401,P,35.56141056
10402,P,70.74736128
10403,P,69.1918848
10404,P,68.70915072
10405,P,69.67461888
10406,P,69.67461888
10407,P,69.1918848
10408,P,69.1918848
10409,P,69.67461888
10410,P,69.67461888
10411,P,68.70915072
10412,P,68.1191424
10413,P,68.70915072
10414,P,68.1191424
10415,P,70.85463552
10416,P,43.01697024
10417,P,47.52248832
10418,P,47.52248832
10419,P,43.01697024
10420,P,41.40785664
10421,P,52.24255488
10422,P,47.52248832
10423,P,52.99347456
10424,P,52.24255488
10425,P,73.37558016
10426,P,74.93105664
10427,P,70.74736128
10428,P,74.93105664
10429,P,52.24255488
10430,P,52.24255488
10431,P,47.52248832
10432,P,43.01697024
10433,P,67.52913408
10434,P,66.88548864
10435,P,66.18820608
10436,P,66.18820608
10437,P,66.18820608
10438,P,65.49092352
10439,P,65.49092352
10440,P,66.18820608
10441,P,66.18820608
10442,P,66.18820608
10443,P,66.88548864
10444,P,67.52913408
10445,P,70.74736128
10446,P,70.74736128
10447,P,71.8737408
10448,P,71.8737408
10449,P,72.1419264
10450,P,72.410112
10451,P,72.410112
10452,P,72.1419264
10453,P,72.6782976
10454,P,72.410112
10455,P,72.1419264
10456,P,71.8737408
10457,P,71.55191808
10458,P,71.55191808
10459,P,66.18820608
10460,P,66.18820608
10461,P,65.49092352
10462,P,66.18820608
10463,P,66.18820608
10464,P,65.49092352
10465,P,67.52913408
10466,P,66.18820608
10467,P,66.88548864
10468,P,70.74736128
10469,P,66.5100288
10470,P,73.37558016
10471,P,66.5100288
10472,P,36.63415296
10473,P,36.63415296
10474,P,35.56141056
10475,P,35.56141056
10476,P,72.6782976
10477,P,73.53649152
10478,P,36.63415296
10479,P,36.63415296
10480,P,36.63415296
10481,P,36.63415296
10482,P,40.4960256
10483,P,73.37558016
10484,P,74.93105664
10485,P,75.14560512
10486,P,74.44832256
10487,P,73.53649152
10488,P,34.43503104
10489,P,33.30865152
10490,P,34.43503104
10491,P,73.26830592
10492,P,73.26830592
10493,P,72.6782976
10494,P,72.6782976
10495,P,70.74736128
10496,P,70.74736128
10497,P,60.01993728
10498,P,60.01993728
10499,P,66.5100288
10500,P,66.5100288
10501,P,60.01993728
10502,P,66.5100288
10503,P,60.01993728
10504,P,66.5100288
10505,P,72.6782976
10506,P,72.1419264
10507,P,72.410112
10508,P,72.1419264
10509,P,74.93105664
10510,P,60.01993728
10511,P,60.01993728
10512,P,70.74736128
10513,P,66.5100288
10514,P,60.01993728
10515,P,70.74736128
10516,P,66.5100288
10517,P,66.5100288
10518,P,66.5100288
10519,P,70.74736128
10520,P,74.12649984
10521,P,74.8237824
10522,P,74.12649984
10523,P,74.8237824
10524,P,65.49092352
10525,P,70.74736128
10526,P,60.01993728
10527,P,73.37558016
10528,P,66.5100288
10529,P,60.01993728
10530,P,40.4960256
10531,P,39.63783168
10532,P,39.63783168
10533,P,36.63415296
10534,P,36.63415296
10535,P,36.63415296
10536,P,35.56141056
10537,P,75.78925056
10538,P,66.5100288
10539,P,70.74736128
10540,P,60.01993728
10541,P,66.5100288
10542,P,75.46742784
10543,P,75.46742784
10544,P,40.4960256
10545,P,40.4960256
10546,P,40.4960256
10547,P,41.40785664
10548,P,67.52913408
10549,P,68.1191424
10550,P,68.70915072
10551,P,66.18820608
10552,P,66.88548864
10553,P,66.18820608
10554,P,66.88548864
10555,P,72.1419264
10556,P,72.1419264
10557,P,72.6782976
10558,P,72.410112
10559,P,72.1419264
10560,P,71.8737408
10561,P,71.8737408
10562,P,71.55191808
10563,P,64.68636672
10564,P,74.44832256
10565,P,68.70915072
10566,P,69.1918848
10567,P,68.70915072
10568,P,69.1918848
10569,P,68.70915072
10570,P,68.70915072
10571,P,69.1918848
10572,P,68.70915072
10573,P,70.74736128
10574,P,74.93105664
10575,P,70.74736128
10576,P,70.74736128
10577,P,73.37558016
10578,P,73.37558016
10579,P,74.93105664
10580,P,75.73561344
10581,P,65.49092352
10582,P,74.93105664
10583,P,74.93105664
10584,P,73.26830592
10585,P,73.00012032
10586,P,72.6782976
10587,P,72.410112
10588,P,39.63783168
10589,P,39.63783168
10590,P,40.4960256
10591,P,39.63783168
10592,P,39.63783168
10593,P,39.63783168
10594,P,40.4960256
10595,P,41.40785664
10596,P,43.01697024
10597,P,40.4960256
10598,P,73.37558016
10599,P,73.37558016
10600,P,70.74736128
10601,P,70.47917568
10602,P,70.85463552
10603,P,70.47917568
10604,P,72.1419264
10605,P,72.410112
10606,P,72.410112
10607,P,69.1918848
10608,P,68.70915072
10609,P,71.8737408
10610,P,72.1419264
10611,P,71.8737408
10612,P,72.1419264
10613,P,73.00012032
10614,P,70.10371584
10615,P,69.67461888
10616,P,69.67461888
10617,P,66.5100288
10618,P,70.74736128
10619,P,73.37558016
10620,P,60.01993728
10621,P,70.74736128
10622,P,66.5100288
10623,P,70.74736128
10624,P,70.74736128
10625,P,72.6782976
10626,P,52.24255488
10627,P,52.99347456
10628,P,71.8737408
10629,P,71.8737408
10630,P,72.1419264
10631,P,72.410112
10632,P,72.1419264
10633,P,71.8737408
10634,P,72.410112
10635,P,72.1419264
10636,P,71.8737408
10637,P,71.55191808
10638,P,71.55191808
10639,P,71.23009536
10640,P,41.40785664
10641,P,41.40785664
10642,P,43.01697024
10643,P,43.01697024
10644,P,47.52248832
10645,P,41.40785664
10646,P,41.40785664
10647,P,39.63783168
10648,P,41.40785664
10649,P,38.67236352
10650,P,39.63783168
10651,P,38.67236352
10652,P,39.63783168
10653,P,64.68636672
10654,P,72.1419264
10655,P,71.8737408
10656,P,71.8737408
10657,P,72.1419264
10658,P,71.8737408
10659,P,71.8737408
10660,P,71.23009536
10661,P,71.23009536
10662,P,71.23009536
10663,P,74.12649984
10664,P,75.14560512
10665,P,70.10371584
10666,P,70.10371584
10667,P,70.47917568
10668,P,70.10371584
10669,P,74.44832256
10670,P,74.8237824
10671,P,72.6782976
10672,P,72.410112
10673,P,73.00012032
10674,P,72.410112
10675,P,75.46742784
10676,P,74.8237824
10677,P,74.12649984
10678,P,76.00379904
10679,P,52.99347456
10680,P,52.99347456
10681,P,52.99347456
10682,P,53.79803136
10683,P,38.67236352
10684,P,38.67236352
10685,P,40.4960256
10686,P,39.63783168
10687,P,39.63783168
10688,P,38.67236352
10689,P,37.65325824
10690,P,36.63415296
10691,P,41.40785664
10692,P,43.01697024
10693,P,73.00012032
10694,P,73.26830592
10695,P,72.410112
10696,P,72.6782976
10697,P,47.52248832
10698,P,47.52248832
10699,P,47.52248832
10700,P,70.74736128
10701,P,74.93105664
10702,P,65.49092352
10703,P,66.18820608
10704,P,74.93105664
10705,P,75.73561344
10706,P,74.93105664
10707,P,75.73561344
10708,P,66.88548864
10709,P,66.88548864
10710,P,68.1191424
10711,P,73.37558016
10712,P,73.37558016
10713,P,74.8237824
10714,P,74.44832256
10715,P,67.52913408
10716,P,65.49092352
10717,P,65.49092352
10718,P,69.1918848
10719,P,69.1918848
10720,P,68.70915072
10721,P,68.70915072
10722,P,68.1191424
10723,P,34.43503104
10724,P,70.10371584
10725,P,70.10371584
10726,P,69.67461888
10727,P,36.63415296
10728,P,36.63415296
10729,P,36.63415296
10730,P,63.88180992
10731,P,43.01697024
10732,P,47.52248832
10733,P,40.4960256
10734,P,35.56141056
10735,P,70.74736128
10736,P,74.93105664
10737,P,74.93105664
10738,P,36.63415296
10739,P,35.56141056
10740,P,36.63415296
10741,P,36.63415296
10742,P,39.63783168
10743,P,40.4960256
10744,P,40.4960256
10745,P,40.4960256
10746,P,36.63415296
10747,P,35.56141056
10748,P,36.63415296
10749,P,35.56141056
10750,P,73.53649152
10751,P,73.85831424
10752,P,63.88180992
10753,P,72.1419264
10754,P,72.410112
10755,P,72.6782976
10756,P,76.00379904
10757,P,47.52248832
10758,P,47.52248832
10759,P,47.52248832
10760,P,52.24255488
10761,P,73.26830592
10762,P,73.85831424
10763,P,73.00012032
10764,P,73.53649152
10765,P,66.18820608
10766,P,66.18820608
10767,P,65.49092352
10768,P,64.68636672
10769,P,65.49092352
10770,P,66.18820608
10771,P,65.49092352
10772,P,66.88548864
10773,P,66.88548864
10774,P,73.37558016
10775,P,73.37558016
10776,P,70.10371584
10777,P,70.47917568
10778,P,70.85463552
10779,P,70.85463552
10780,P,76.1647104
10781,P,75.78925056
10782,P,43.01697024
10783,P,41.40785664
10784,P,47.52248832
10785,P,43.01697024
10786,P,47.52248832
10787,P,43.01697024
10788,P,43.01697024
10789,P,41.40785664
10790,P,52.24255488
10791,P,47.52248832
10792,P,52.99347456
10793,P,52.24255488
10794,P,64.68636672
10795,P,63.88180992
10796,P,64.68636672
10797,P,63.88180992
10798,P,40.4960256
10799,P,39.63783168
10800,P,39.63783168
10801,P,43.01697024
10802,P,43.01697024
10803,P,41.40785664
10804,P,41.40785664
10805,P,63.88180992
10806,P,71.55191808
10807,P,71.55191808
10808,P,71.23009536
10809,P,70.85463552
10810,P,38.67236352
10811,P,37.65325824
10812,P,37.65325824
10813,P,76.11107328
10814,P,76.11107328
10815,P,69.1918848
10816,P,70.85463552
10817,P,70.85463552
10818,P,70.47917568
10819,P,70.47917568
10820,P,65.49092352
10821,P,63.88180992
10822,P,64.68636672
10823,P,36.63415296
10824,P,37.65325824
10825,P,39.63783168
10826,P,39.63783168
10827,P,40.4960256
10828,P,41.40785664
10829,P,69.1918848
10830,P,69.67461888
10831,P,43.01697024
10832,P,43.01697024
10833,P,52.24255488
10834,P,52.24255488
10835,P,52.24255488
10836,P,47.52248832
10837,P,52.24255488
10838,P,43.01697024
10839,P,43.01697024
10840,P,47.52248832
10841,P,47.52248832
10842,P,38.67236352
10843,P,39.63783168
10844,P,71.55191808
10845,P,71.55191808
10846,P,70.85463552
10847,P,71.55191808
10848,P,71.23009536
10849,P,71.23009536
10850,P,39.63783168
10851,P,39.63783168
10852,P,40.4960256
10853,P,39.63783168
10854,P,39.63783168
10855,P,40.4960256
10856,P,40.4960256
10857,P,38.67236352
10858,P,38.67236352
10859,P,37.65325824
10860,P,52.24255488
10861,P,52.99347456
10862,P,47.52248832
10863,P,52.24255488
10864,P,47.52248832
10865,P,52.99347456
10866,P,52.24255488
10867,P,52.99347456
10868,P,52.24255488
10869,P,54.7098624
10870,P,54.7098624
10871,P,55.72896768
10872,P,68.70915072
10873,P,60.01993728
10874,P,66.5100288
10875,P,53.79803136
10876,P,53.79803136
10877,P,53.79803136
10878,P,53.79803136
10879,P,70.74736128
10880,P,74.93105664
10881,P,73.37558016
10882,P,68.1191424
10883,P,68.70915072
10884,P,69.1918848
10885,P,69.1918848
10886,P,69.1918848
10887,P,69.67461888
10888,P,68.70915072
10889,P,69.1918848
10890,P,67.52913408
10891,P,68.1191424
10892,P,67.52913408
10893,P,68.1191424
10894,P,38.67236352
10895,P,38.67236352
10896,P,72.6782976
10897,P,72.410112
10898,P,72.6782976
10899,P,47.52248832
10900,P,47.52248832
10901,P,67.52913408
10902,P,67.52913408
10903,P,66.5100288
10904,P,66.5100288
10905,P,69.67461888
10906,P,71.23009536
10907,P,70.47917568
10908,P,70.85463552
10909,P,70.85463552
10910,P,70.85463552
10911,P,71.55191808
10912,P,71.23009536
10913,P,47.52248832
10914,P,43.01697024
10915,P,52.24255488
10916,P,52.24255488
10917,P,47.52248832
10918,P,47.52248832
10919,P,47.52248832
10920,P,43.01697024
10921,P,52.24255488
10922,P,47.52248832
10923,P,52.24255488
10924,P,52.24255488
10925,P,66.88548864
10926,P,67.52913408
10927,P,52.24255488
10928,P,52.24255488
10929,P,47.52248832
10930,P,47.52248832
10931,P,47.52248832
10932,P,47.52248832
10933,P,43.01697024
10934,P,43.01697024
10935,P,33.30865152
10936,P,33.30865152
10937,P,34.43503104
10938,P,73.26830592
10939,P,73.26830592
10940,P,73.00012032
10941,P,72.6782976
10942,P,53.79803136
10943,P,53.79803136
10944,P,54.7098624
10945,P,35.56141056
10946,P,35.56141056
10947,P,34.43503104
10948,P,38.67236352
10949,P,38.67236352
10950,P,39.63783168
10951,P,39.63783168
10952,P,39.63783168
10953,P,40.4960256
10954,P,38.67236352
10955,P,39.63783168
10956,P,37.65325824
10957,P,37.65325824
10958,P,34.43503104
10959,P,33.30865152
10960,P,33.30865152
10961,P,71.8737408
10962,P,71.55191808
10963,P,71.55191808
10964,P,71.8737408
10965,P,33.30865152
10966,P,66.18820608
10967,P,66.18820608
10968,P,39.63783168
10969,P,40.4960256
10970,P,41.40785664
10971,P,41.40785664
10972,P,47.52248832
10973,P,70.74736128
10974,P,70.74736128
10975,P,66.5100288
10976,P,70.74736128
10977,P,70.74736128
10978,P,72.1419264
10979,P,71.55191808
10980,P,71.8737408
10981,P,38.67236352
10982,P,39.63783168
10983,P,39.63783168
10984,P,39.63783168
10985,P,39.63783168
10986,P,38.67236352
10987,P,39.63783168
10988,P,37.65325824
10989,P,37.65325824
10990,P,36.63415296
10991,P,37.65325824
10992,P,43.01697024
10993,P,65.49092352
10994,P,53.79803136
10995,P,53.79803136
10996,P,54.7098624
10997,P,54.7098624
10998,P,53.79803136
10999,P,53.79803136
11000,P,53.79803136
11001,P,53.79803136
11002,P,35.56141056
11003,P,53.79803136
11004,P,53.79803136
11005,P,66.5100288
11006,P,66.5100288
11007,P,35.56141056
11008,P,39.63783168
11009,P,39.63783168
11010,P,38.67236352
11011,P,35.56141056
11012,P,72.410112
11013,P,72.410112
11014,P,72.1419264
11015,P,65.49092352
11016,P,65.49092352
11017,P,66.5100288
11018,P,66.5100288
11019,P,65.49092352
11020,P,43.01697024
11021,P,43.01697024
11022,P,43.01697024
11023,P,43.01697024
11024,P,75.46742784
11025,P,63.88180992
11026,P,52.99347456
11027,P,52.99347456
11028,P,38.67236352
11029,P,38.67236352
11030,P,39.63783168
11031,P,38.67236352
11032,P,38.67236352
11033,P,39.63783168
11034,P,39.63783168
11035,P,70.10371584
11036,P,70.10371584
11037,P,69.67461888
11038,P,69.1918848
11039,P,70.10371584
11040,P,70.47917568
11041,P,69.67461888
11042,P,70.47917568
11043,P,70.85463552
11044,P,70.85463552
11045,P,71.23009536
11046,P,66.5100288
11047,P,66.5100288
11048,P,41.40785664
11049,P,41.40785664
11050,P,70.10371584
11051,P,69.67461888
11052,P,70.10371584
11053,P,69.67461888
11054,P,63.88180992
11055,P,64.68636672
11056,P,43.01697024
11057,P,41.40785664
11058,P,40.4960256
11059,P,40.4960256
11060,P,63.88180992
11061,P,41.40785664
11062,P,39.63783168
11063,P,40.4960256
11064,P,53.79803136
11065,P,54.7098624
11066,P,53.79803136
11067,P,53.79803136
11068,P,53.79803136
11069,P,53.79803136
11070,P,34.43503104
11071,P,34.43503104
11072,P,53.79803136
11073,P,52.99347456
11074,P,54.7098624
11075,P,53.79803136
11076,P,53.79803136
11077,P,36.63415296
11078,P,36.63415296
11079,P,35.56141056
11080,P,72.410112
11081,P,71.8737408
11082,P,72.1419264
11083,P,72.1419264
11084,P,63.88180992
11085,P,73.85831424
11086,P,73.26830592
11087,P,73.00012032
11088,P,73.85831424
11089,P,73.00012032
11090,P,39.63783168
11091,P,41.40785664
11092,P,39.63783168
11093,P,40.4960256
11094,P,73.00012032
11095,P,73.53649152
11096,P,72.6782976
11097,P,73.00012032
11098,P,66.5100288
11099,P,66.5100288
11100,P,72.410112
11101,P,71.8737408
11102,P,72.410112
11103,P,72.410112
11104,P,68.70915072
11105,P,63.88180992
11106,P,64.68636672
11107,P,73.37558016
11108,P,73.37558016
11109,P,73.37558016
11110,P,75.73561344
11111,P,52.24255488
11112,P,52.24255488
11113,P,66.88548864
11114,P,66.88548864
11115,P,65.49092352
11116,P,63.88180992
11117,P,64.68636672
11118,P,65.49092352
11119,P,75.78925056
11120,P,65.49092352
11121,P,64.68636672
11122,P,64.68636672
11123,P,63.88180992
11124,P,40.4960256
11125,P,39.63783168
11126,P,38.67236352
11127,P,53.79803136
11128,P,52.99347456
11129,P,53.79803136
11130,P,52.99347456
11131,P,54.7098624
11132,P,55.72896768
11133,P,74.8237824
11134,P,74.93105664
11135,P,63.88180992
11136,P,68.1191424
11137,P,68.1191424
11138,P,69.1918848
11139,P,68.70915072
11140,P,67.52913408
11141,P,66.88548864
11142,P,68.1191424
11143,P,68.1191424
11144,P,73.85831424
11145,P,73.53649152
11146,P,73.00012032
11147,P,63.88180992
11148,P,63.88180992
11149,P,52.99347456
11150,P,73.53649152
11151,P,73.85831424
11152,P,63.88180992
11153,P,35.56141056
11154,P,35.56141056
11155,P,36.63415296
11156,P,35.56141056
11157,P,35.56141056
11158,P,35.56141056
11159,P,35.56141056
11160,P,35.56141056
11161,P,36.63415296
11162,P,53.79803136
11163,P,53.79803136
11164,P,52.99347456
11165,P,53.79803136
11166,P,53.79803136
11167,P,53.79803136
11168,P,53.79803136
11169,P,52.99347456
11170,P,53.79803136
11171,P,53.79803136
11172,P,53.79803136
11173,P,52.99347456
11174,P,54.7098624
11175,P,53.79803136
11176,P,53.79803136
11177,P,52.99347456
11178,P,33.30865152
11179,P,33.30865152
11180,P,65.49092352
11181,P,66.18820608
11182,P,66.18820608
11183,P,66.88548864
11184,P,66.18820608
11185,P,65.49092352
11186,P,66.88548864
11187,P,66.18820608
11188,P,66.18820608
11189,P,65.49092352
11190,P,66.88548864
11191,P,66.18820608
11192,P,55.72896768
11193,P,55.72896768
11194,P,55.72896768
11195,P,55.72896768
11196,P,65.49092352
11197,P,66.18820608
11198,P,65.49092352
11199,P,66.88548864
11200,P,65.49092352
11201,P,66.18820608
11202,P,63.88180992
11203,P,63.88180992
11204,P,63.88180992
11205,P,63.88180992
11206,P,63.88180992
11207,P,71.55191808
11208,P,71.55191808
11209,P,70.85463552
11210,P,71.23009536
11211,P,54.7098624
11212,P,54.7098624
11213,P,70.74736128
11214,P,70.74736128
11215,P,73.37558016
11216,P,70.74736128
11217,P,70.74736128
11218,P,70.74736128
11219,P,73.37558016
11220,P,73.37558016
11221,P,70.74736128
11222,P,73.37558016
11223,P,70.74736128
11224,P,73.37558016
11225,P,66.5100288
11226,P,70.74736128
11227,P,71.8737408
11228,P,71.55191808
11229,P,71.8737408
11230,P,43.01697024
11231,P,43.01697024
11232,P,47.52248832
11233,P,47.52248832
11234,P,47.52248832
11235,P,52.24255488
11236,P,43.01697024
11237,P,47.52248832
11238,P,41.40785664
11239,P,41.40785664
11240,P,41.40785664
11241,P,41.40785664
11242,P,37.65325824
11243,P,72.410112
11244,P,71.8737408
11245,P,72.1419264
11246,P,72.1419264
11247,P,72.6782976
11248,P,60.01993728
11249,P,60.01993728
11250,P,55.72896768
11251,P,55.72896768
11252,P,60.01993728
11253,P,60.01993728
11254,P,55.72896768
11255,P,33.30865152
11256,P,34.43503104
11257,P,60.01993728
11258,P,60.01993728
11259,P,66.18820608
11260,P,66.18820608
11261,P,64.68636672
11262,P,33.30865152
11263,P,63.88180992
11264,P,64.68636672
11265,P,71.8737408
