Time_Cruise,Time_Turn,Time_Flare,Time_NoBank
-8.06708,-0.5045999999999999,-21.404892021883498,-20.890892021883495
-5.03361,-2.578359999999999,-23.830760781104452,-19.67318078110445
-8.080110000000001,-1.1128099999999996,-20.697215371523928,-19.54648537152393
-8.039060000000001,-0.5021900000000006,-21.095662855480374,-20.556052855480374
-7.2621400000000005,-0.10467000000000048,-21.398734328309157,-20.437734328309155
-7.2617,-0.10461000000000098,-20.668730913069695,-19.707730913069696
-8.08106,-1.1125999999999987,-20.975941965504372,-19.825421965504376
-7.26379,-0.10461000000000098,-21.55495113874374,-20.596041138743736
-3.62822,-0.03359000000000023,-7.291086267687811,-6.256766267687812
